"siteid","spid","x","y","occ","group","bc01","bc04","bc05","bc06","bc12","bc15","bc17","bc20","bc31","bc33","slope","topo","tri"
107514,"pseudo1",403975.8252,7955607.848,0,NA,22.6,1,30.7,13,2006,96,108,18.9,39,0.31,20.1503,0,830.1319
107515,"pseudo1",329175.8252,8163847.848,0,NA,22.3,0.89,29.9,13.4,1486,100,68,19.3,59,0.15,10.86022,64,120.6773
107516,"pseudo1",395015.8252,8056727.848,0,NA,23.4,0.89,30.7,14.8,3394,77,253,17.9,18,0.66,0.3219274,66,19.67232
107517,"pseudo1",314535.8252,8198487.848,0,NA,24,0.83,30.8,15.8,2482,89,136,18.5,42,0.27,21.56932,0,1042.374
107518,"pseudo1",387095.8252,8130647.848,0,NA,24.4,0.77,30.8,17.4,2515,86,148,18.4,38,0.31,1.499796,4,652.601
107519,"pseudo1",388455.8252,7996087.848,0,NA,23.8,0.95,31.6,14.1,2287,94,118,18.6,36,0.36,0.2937941,50,12.8841
107520,"pseudo1",394695.8252,8053927.848,0,NA,23.4,0.9,30.8,14.8,3382,77,253,17.9,18,0.66,1.213949,21,30.8707
107521,"pseudo1",382295.8252,8063767.848,0,NA,23.2,0.9,30.8,14.3,3521,78,280,17.8,15,0.71,4.234617,0,295.7178
107522,"pseudo1",384055.8252,7935927.848,0,NA,22.1,1.05,30.8,11.8,1328,99,68,19.4,52,0.19,60.53684,27,1946.405
107523,"pseudo1",436055.8252,7877287.848,0,NA,20.9,1.09,29.6,11.1,1390,105,63,19.3,50,0.2,7.928683,0,368.5946
107524,"pseudo1",408855.8252,7901767.848,0,NA,19.8,1.11,28.9,10.1,1841,99,102,18.9,33,0.39,24.98453,79,630.6956
107525,"pseudo1",259015.8252,8199687.848,0,NA,20.4,0.97,29,10.6,1178,103,43,19.6,66,0.09999999,36.12993,35,1118.318
107526,"pseudo1",410455.8252,7907367.848,0,NA,19.4,1.11,28.4,9.900001,2282,97,136,18.6,22,0.56,13.74256,49,230.9524
107527,"pseudo1",426695.8252,7965047.848,0,NA,22.7,0.96,30.3,13.9,2336,93,136,18.6,33,0.4,38.84463,35,1152.296
107528,"pseudo1",334615.8252,8075607.848,0,NA,18.9,0.9899999,27.9,9.400001,1582,79,112,19,31,0.42,11.293,16,629.5085
107529,"pseudo1",313175.8252,8249447.848,0,NA,22.2,0.86,29.1,14.7,2171,91,119,18.8,44,0.25,26.11021,53,460.5432
107530,"pseudo1",362135.8252,8096727.848,0,NA,21.9,0.91,30,12.8,2282,82,152,18.5,33,0.39,36.52159,0,1528.715
107531,"pseudo1",344535.8252,8015207.848,0,NA,20.1,1.04,29.3,9.900001,1658,76,130,19,28,0.47,18.71799,3,643.6886
107532,"pseudo1",312215.8252,8186967.848,0,NA,19.2,0.95,27.4,10.8,2102,85,144,18.6,31,0.42,41.53178,21,905.1624
107533,"pseudo1",317255.8252,8161287.848,0,NA,19.8,0.95,28.2,10.7,1644,91,92,19.1,44,0.25,24.88775,22,1007.671
107534,"pseudo1",338695.8252,8094647.848,0,NA,20,0.97,29,10.3,1245,95,58,19.5,53,0.17,1.054753,4,44.87761
107535,"pseudo1",361575.8252,8064487.848,0,NA,21.1,0.96,29.5,11.7,2860,71,237,18.1,17,0.69,0.8333882,0,427.0504
107536,"pseudo1",333655.8252,8095847.848,0,NA,19.6,0.97,28.7,9.900001,1280,93,63,19.4,50,0.19,21.00654,54,426
107537,"pseudo1",376775.8252,8094087.848,0,NA,18.8,0.94,27,10.9,3672,69,316,17.7,4,0.92,58.67733,37,1377.05
107538,"pseudo1",402855.8252,7912407.848,0,NA,20.5,1.09,29.4,10.7,1453,100,77,19.3,44,0.26,10.45631,0,593.1113
107539,"pseudo1",348375.8252,8147447.848,0,NA,21.8,0.89,29.6,13.1,1837,92,101,18.9,45,0.24,14.67518,74,289.2905
107540,"pseudo1",360855.8252,8031847.848,0,NA,23.6,0.95,31.8,13.4,3028,74,263,18,19,0.62,0,50,123.2193
107541,"pseudo1",358855.8252,8006807.848,0,NA,22.2,1,30.8,12,1862,83,136,18.8,32,0.41,37.12305,46,787.3563
107542,"pseudo1",339655.8252,8146407.848,0,NA,21,0.92,29.1,11.9,1618,94,84,19.1,48,0.21,20.99006,100,749.4011
107543,"pseudo1",256535.8252,8202247.848,0,NA,21.6,0.96,29.9,11.6,928,113,0,20,84,0.04,0.8987122,8,40.82891
107544,"pseudo1",314775.8252,8265447.848,0,NA,23,0.82,29.7,15.8,2015,96,94,18.9,51,0.19,10.96289,100,751.7632
107545,"pseudo1",421735.8252,7945927.848,0,NA,23.9,0.96,31.4,14.4,2012,98,105,18.8,43,0.27,0.3611819,50,13.78405
107546,"pseudo1",360695.8252,8030567.848,0,NA,23.6,0.95,31.8,13.4,3025,74,264,18,19,0.62,1.200313,0,267.1891
107547,"pseudo1",389575.8252,8096727.848,0,NA,24,0.83,30.9,16.1,3701,79,270,17.8,18,0.64,1.293525,66,37.38984
107548,"pseudo1",380295.8252,7990007.848,0,NA,19.4,1.04,28.1,10.2,2429,78,206,18.3,15,0.71,6.602318,100,1316.446
107549,"pseudo1",308215.8252,8186247.848,0,NA,17.2,0.97,25.7,9.2,2909,77,234,18.1,13,0.76,1.558588,100,522.5065
107550,"pseudo1",423255.8252,7957767.848,0,NA,23.2,0.96,30.8,14.1,2186,95,120,18.7,37,0.33,69.11918,34,1083.099
107551,"pseudo1",404455.8252,7926967.848,0,NA,23.8,1.01,31.9,13.5,1775,102,84,19,50,0.21,13.33051,13,479.1169
107552,"pseudo1",382215.8252,8050167.848,0,NA,22.3,0.93,30.1,13.5,3413,77,280,17.8,11,0.78,29.21317,0,1160.403
107553,"pseudo1",365895.8252,8093287.848,0,NA,23.2,0.88,30.9,14.2,2682,85,179,18.3,30,0.43,18.47117,51,641.4366
107554,"pseudo1",333815.8252,8080407.848,0,NA,18.2,1,27.2,8.900001,1870,80,133,18.7,24,0.53,24.04984,69,309.4721
107555,"pseudo1",367415.8252,7994327.848,0,NA,19.2,1.05,28.2,9.8,2216,76,188,18.5,17,0.67,3.37214,100,1382.952
107556,"pseudo1",401495.8252,8028407.848,0,NA,23,0.92,30.5,14.3,3336,77,250,17.9,16,0.7,7.029516,41,521.4739
107557,"pseudo1",351735.8252,8129607.848,0,NA,21.8,0.9,29.9,12.7,1638,95,84,19.1,50,0.2,20.93962,45,293.5779
107558,"pseudo1",300695.8252,8308567.848,0,NA,24.8,0.72,31.5,17.7,1660,104,49,19.3,67,0.09,0.195386,80,6.480741
107559,"pseudo1",392775.8252,8014727.848,0,NA,22.8,0.95,30.6,13.7,3150,79,242,18,16,0.68,39.72828,46,1039.047
107560,"pseudo1",412135.8252,7976647.848,0,NA,22,0.97,29.8,13.1,2414,90,154,18.5,28,0.47,39.44262,61,1040.956
107561,"pseudo1",321975.8252,8170887.848,0,NA,20.4,0.93,28.5,11.6,1714,91,98,19,44,0.25,42.45025,58,1245.628
107562,"pseudo1",384375.8252,8127127.848,0,NA,24,0.79,30.5,16.8,2560,86,154,18.4,37,0.34,19.8841,10,661.4031
107563,"pseudo1",294695.8252,8239527.848,0,NA,22.2,0.92,29.3,13.8,1614,100,65,19.2,60,0.13,7.276602,100,286.0577
107564,"pseudo1",374055.8252,7936407.848,0,NA,20.9,1.09,30,10.6,1232,94,73,19.5,48,0.22,15.39679,72,291.6882
107565,"pseudo1",335415.8252,8164087.848,0,NA,22.5,0.87,30,13.9,1652,98,81,19.1,54,0.18,0,50,91.62969
107566,"pseudo1",277655.8252,8198487.848,0,NA,20.5,0.96,28.8,11.1,1255,100,52,19.5,62,0.12,21.18525,59,558.0377
107567,"pseudo1",325335.8252,8185127.848,0,NA,23.7,0.82,30.6,15.7,2292,92,120,18.6,44,0.25,14.49523,100,912.1184
107568,"pseudo1",403175.8252,7953127.848,0,NA,22.9,1,30.9,13.2,1977,97,104,18.9,41,0.29,26.52769,0,1215.971
107569,"pseudo1",415975.8252,7935607.848,0,NA,24,0.98,31.7,14.1,1929,100,96,18.9,46,0.24,0.1195224,0,18.30301
107570,"pseudo1",347895.8252,8147447.848,0,NA,22,0.88,29.7,13.2,1804,93,98,19,47,0.23,10.47988,63,198.0177
107571,"pseudo1",370055.8252,8066167.848,0,NA,22.3,0.93,30.3,13.1,3229,75,263,17.9,16,0.7,40.25196,15,1200.353
107572,"pseudo1",301495.8252,8240727.848,0,NA,21.3,0.91,28.6,13.3,1979,92,113,18.9,45,0.25,32.15693,16,1119.607
107573,"pseudo1",449175.8252,7871927.848,0,NA,22.6,1.05,30.7,12.5,1168,108,48,19.6,64,0.12,28.7933,70,687.7311
107574,"pseudo1",488215.8252,7856727.848,0,NA,23.5,1.02,31,13.5,1042,109,44,19.7,72,0.09999999,7.471427,32,279.419
107575,"pseudo1",393815.8252,7924887.848,0,NA,21.1,1.07,29.9,11.2,1362,98,73,19.4,47,0.22,74.03282,65,1168.164
107576,"pseudo1",348775.8252,8112647.848,0,NA,19.3,0.95,27.9,10.5,1926,85,125,18.7,31,0.42,14.39998,89,654.6037
107577,"pseudo1",379975.8252,7952967.848,0,NA,23.9,1.01,32.2,13.3,1624,99,79,19.2,52,0.2,0,50,23.66432
107578,"pseudo1",303655.8252,8189607.848,0,NA,19.5,0.95,27.8,10.8,1843,88,116,18.9,38,0.31,48.03065,34,1072.22
107579,"pseudo1",460135.8252,7842407.848,0,NA,23.4,1.09,31.8,12.3,858,105,37,20,78,0.09,3.747646,16,331.9126
107580,"pseudo1",317495.8252,8214087.848,0,NA,23.3,0.84,30.1,15.5,2622,87,153,18.4,38,0.32,3.326298,100,309.0744
107581,"pseudo1",361735.8252,8049447.848,0,NA,20.5,0.98,29.1,11.1,2878,69,251,18.1,12,0.77,5.93746,0,357.4045
107582,"pseudo1",439575.8252,7868247.848,0,NA,20.5,1.11,29.5,10.6,1387,104,65,19.3,48,0.21,41.5975,75,719.9063
107583,"pseudo1",419655.8252,7969847.848,0,NA,21,0.9899999,28.9,12.4,2574,88,175,18.4,22,0.57,70.52323,82,2145.084
107584,"pseudo1",433255.8252,7869687.848,0,NA,21.7,1.09,30.4,11.4,1139,106,47,19.6,60,0.13,12.98682,0,789.9323
107585,"pseudo1",352535.8252,8152407.848,0,NA,23.3,0.83,30.4,15.2,1891,96,96,18.9,51,0.2,55.54337,100,1973.771
107586,"pseudo1",369575.8252,8071207.848,0,NA,21.9,0.93,29.9,12.8,3236,72,257,17.9,16,0.7,18.87002,53,358.2066
107587,"pseudo1",445975.8252,7887127.848,0,NA,24,1.01,31.6,13.9,1332,107,53,19.4,64,0.13,0.2879355,0,13.2665
107588,"pseudo1",444135.8252,7887847.848,0,NA,24,1.01,31.6,13.9,1347,107,53,19.3,63,0.13,0.6543899,38,27.5318
107589,"pseudo1",275735.8252,8218647.848,0,NA,21.6,0.96,29.4,12.3,1191,106,37,19.6,73,0.08,16.52095,0,462.7137
107590,"pseudo1",267015.8252,8204407.848,0,NA,21.5,0.96,29.6,11.8,1008,110,25,19.9,79,0.06,2.602648,100,143.1817
107591,"pseudo1",387495.8252,8066247.848,0,NA,23.3,0.89,30.8,14.7,3638,76,285,17.8,15,0.71,0,0,255.9414
107592,"pseudo1",421175.8252,7921527.848,0,NA,24,0.9899999,31.8,14,1865,104,85,18.9,49,0.22,0.2364227,50,10
107593,"pseudo1",438615.8252,7865367.848,0,NA,21,1.11,29.9,10.9,1238,106,53,19.5,55,0.16,24.97841,29,817.849
107594,"pseudo1",274775.8252,8219527.848,0,NA,21.1,0.96,29,11.9,1254,103,45,19.5,67,0.09999999,51.78494,62,807.197
107595,"pseudo1",404695.8252,7958407.848,0,NA,22.1,1,30.2,12.7,2043,95,117,18.8,36,0.35,44.09812,53,823.5059
107596,"pseudo1",426455.8252,7896327.848,0,NA,23.3,1.03,31.3,13.1,1485,107,59,19.2,57,0.16,19.52614,33,561.1176
107597,"pseudo1",292535.8252,8219127.848,0,NA,21.2,0.94,28.8,12.5,1593,95,79,19.2,54,0.18,36.08272,50,547.6285
107598,"pseudo1",312375.8252,8302647.848,0,NA,24.5,0.72,31,17.7,1785,101,65,19.2,61,0.12,9.753016,9,390.9552
107599,"pseudo1",270535.8252,8229127.848,0,NA,21.4,0.96,29.1,12.1,1210,107,38,19.6,72,0.08,28.83926,21,669.841
107600,"pseudo1",415495.8252,7952487.848,0,NA,23.9,0.97,31.5,14.3,2052,97,108,18.8,42,0.28,0,50,0
107601,"pseudo1",306855.8252,8307447.848,0,NA,24.9,0.71,31.4,17.9,1702,103,54,19.2,65,0.09999999,0.2516709,5,14.17745
107602,"pseudo1",484535.8252,7824567.848,0,NA,23.6,1.11,32.2,11.8,885,105,40,19.9,77,0.09,0.2466941,51,19.18333
107603,"pseudo1",345735.8252,8090407.848,0,NA,20.1,0.96,29,10.6,1367,91,72,19.3,47,0.22,3.812174,2,141.8626
107604,"pseudo1",355815.8252,7948727.848,0,NA,20.5,1.1,29.9,10,1114,91,72,19.7,48,0.22,19.90051,84,315.2681
107605,"pseudo1",379575.8252,8021607.848,0,NA,23.3,0.95,31.2,13.7,3488,74,293,17.8,13,0.75,39.29956,47,992.0232
107606,"pseudo1",351095.8252,8059527.848,0,NA,19.5,0.9899999,28.4,10.1,2420,71,204,18.3,16,0.68,1.265498,100,245.9288
107607,"pseudo1",493735.8252,7847287.848,0,NA,19.9,1.12,28.7,10.3,1418,100,85,19.1,44,0.24,45.93147,100,1506.377
107608,"pseudo1",380295.8252,7987527.848,0,NA,23.1,0.98,31.2,13.1,2034,94,111,18.8,37,0.35,14.07407,19,785.4362
107609,"pseudo1",381015.8252,8007687.848,0,NA,23.8,0.95,31.7,14,2871,83,205,18.1,23,0.56,0.02520145,50,1
107610,"pseudo1",347895.8252,8055127.848,0,NA,19,1,27.9,9.6,2133,74,169,18.5,19,0.63,27.39681,51,603.5031
107611,"pseudo1",359015.8252,7975287.848,0,NA,23.1,1.02,31.8,12.4,1421,97,72,19.3,52,0.2,22.14268,0,1650.95
107612,"pseudo1",343495.8252,8061127.848,0,NA,18.2,1.01,27.2,9,2314,72,193,18.4,14,0.72,2.52989,0,194.4994
107613,"pseudo1",309575.8252,8192007.848,0,NA,18.4,0.95,26.7,10.2,2440,81,182,18.4,24,0.55,10.13308,1,911.1597
107614,"pseudo1",371175.8252,7998407.848,0,NA,23.7,0.97,31.9,13.5,2259,92,126,18.6,33,0.38,0,0,392.9173
107615,"pseudo1",298055.8252,8206007.848,0,NA,19.8,0.95,27.9,11.2,1859,88,117,18.9,39,0.3,22.59148,30,676.5723
107616,"pseudo1",366855.8252,8000087.848,0,NA,21.3,1.01,30,11.5,1801,85,136,18.9,31,0.42,36.8148,0,1351.691
107617,"pseudo1",442055.8252,7877047.848,0,NA,23.3,1.04,31.2,13,1189,108,47,19.5,66,0.12,25.81701,68,455.4141
107618,"pseudo1",324135.8252,8248567.848,0,NA,23.3,0.81,29.8,16.2,2275,93,115,18.7,46,0.23,5.385875,96,1057.068
107619,"pseudo1",393015.8252,8086487.848,0,NA,23.7,0.84,30.7,15.7,4093,75,315,17.6,12,0.77,0.1567655,100,254.7312
107620,"pseudo1",349095.8252,8026807.848,0,NA,19.9,1.03,29,10.1,2218,70,192,18.5,17,0.66,0,0,194.1211
107621,"pseudo1",358775.8252,7960967.848,0,NA,20.6,1.08,29.9,10.3,1194,91,80,19.6,46,0.25,0.483663,0,285.0719
107622,"pseudo1",379975.8252,8098167.848,0,NA,21.9,0.88,29.5,13.7,3174,76,235,18,20,0.62,26.19709,12,810.6541
107623,"pseudo1",403335.8252,7932647.848,0,NA,24,1,32,13.8,1811,101,89,19,49,0.22,0.4657213,50,20.73644
107624,"pseudo1",326695.8252,8166327.848,0,NA,22,0.9,29.7,13.1,1482,99,69,19.3,57,0.15,9.679676,100,427.3476
107625,"pseudo1",343415.8252,8047367.848,0,NA,18.7,1.02,27.8,9.2,1875,77,137,18.8,23,0.55,9.967795,10,376.0824
107626,"pseudo1",381895.8252,7998167.848,0,NA,23.7,0.96,31.7,13.8,2315,93,122,18.5,34,0.38,0.9087811,10,35.18522
107627,"pseudo1",368455.8252,7967447.848,0,NA,23.6,1.01,32.1,13,1553,99,72,19.2,52,0.2,15.84581,0,692.7424
107628,"pseudo1",371975.8252,8058487.848,0,NA,22,0.94,30,12.8,3279,75,275,17.9,13,0.76,53.59496,78,822.0767
107629,"pseudo1",369975.8252,7999367.848,0,NA,23.6,0.97,31.8,13.4,2274,90,134,18.5,32,0.41,0.2161535,100,283.2684
107630,"pseudo1",369975.8252,8085127.848,0,NA,22,0.91,30,13.1,3050,75,228,18.1,21,0.6,56.83548,78,1516.583
107631,"pseudo1",346535.8252,8055047.848,0,NA,18.4,1.01,27.4,9.2,2332,72,190,18.4,15,0.71,26.61995,16,349.116
107632,"pseudo1",462935.8252,7872967.848,0,NA,23.6,1.01,31,13.6,1133,108,45,19.6,69,0.11,1.454808,6,113.9781
107633,"pseudo1",391175.8252,8066567.848,0,NA,23.4,0.88,30.8,14.9,3617,76,279,17.8,16,0.7,0,0,130.384
107634,"pseudo1",376935.8252,8047927.848,0,NA,22.1,0.94,30.1,13,3301,76,277,17.9,11,0.78,3.812733,0,121.3878
107635,"pseudo1",393335.8252,8010407.848,0,NA,23.7,0.93,31.4,14.3,3034,82,220,18.1,21,0.59,0.376224,100,13.96424
107636,"pseudo1",393975.8252,7916407.848,0,NA,22.3,1.06,31,12,1232,102,57,19.5,57,0.16,31.39982,0,1176.906
107637,"pseudo1",371255.8252,8093207.848,0,NA,22.2,0.89,30,13.5,2906,78,211,18.1,24,0.54,61.72806,65,1593.862
107638,"pseudo1",382615.8252,7969447.848,0,NA,21.7,1.02,30.2,11.9,1701,93,107,19,38,0.33,33.04635,30,975.0436
107639,"pseudo1",359575.8252,8097287.848,0,NA,19.9,0.93,28.4,11.2,1986,83,134,18.7,31,0.42,8.668704,18,293.6835
107640,"pseudo1",382935.8252,8102327.848,0,NA,24,0.83,31,16,3082,84,202,18.1,27,0.48,0,50,168.2052
107641,"pseudo1",332135.8252,8086647.848,0,NA,18.4,1,27.4,9.1,1719,82,115,18.9,29,0.45,3.961957,0,550.3654
107642,"pseudo1",407895.8252,7961767.848,0,NA,23.8,0.97,31.5,14.2,2080,96,109,18.8,42,0.29,2.071562,0,148.1621
107643,"pseudo1",476935.8252,7849927.848,0,NA,23.8,1.05,31.5,13.1,931,108,39,19.8,77,0.09,0,1,4.472136
107644,"pseudo1",296135.8252,8218007.848,0,NA,22,0.92,29.4,13.4,1630,97,73,19.1,57,0.16,17.7732,15,767.3624
107645,"pseudo1",426215.8252,7966407.848,0,NA,23.6,0.94,30.9,14.5,2236,94,126,18.6,37,0.34,25.47772,37,809.6246
107646,"pseudo1",371095.8252,7952167.848,0,NA,21.3,1.06,30.3,11.1,1272,95,77,19.5,48,0.23,14.94511,20,289.7447
107647,"pseudo1",416615.8252,7952887.848,0,NA,23.8,0.96,31.5,14.3,2060,97,109,18.8,42,0.28,0.3918587,100,54.10176
107648,"pseudo1",444535.8252,7872887.848,0,NA,23.7,1.04,31.5,13.2,1121,108,44,19.6,69,0.11,0,0,341.4879
107649,"pseudo1",399735.8252,7964167.848,0,NA,20.3,1.03,28.8,11.2,2219,88,159,18.6,24,0.54,36.1879,81,1323.5
107650,"pseudo1",340935.8252,8060247.848,0,NA,18.4,1.01,27.4,9,2001,74,162,18.6,19,0.62,8.296701,86,214.6206
107651,"pseudo1",422535.8252,7966247.848,0,NA,20.4,1,28.4,11.9,2706,87,191,18.3,18,0.64,67.28799,70,1961.603
107652,"pseudo1",381575.8252,7925927.848,0,NA,23.7,1.04,32.3,12.8,1331,103,60,19.5,60,0.15,12.84495,9,703.9503
107653,"pseudo1",402615.8252,8058167.848,0,NA,23.4,0.88,30.6,15.1,3364,77,242,17.9,19,0.64,0.8849458,70,150.2897
107654,"pseudo1",444695.8252,7861287.848,0,NA,23.5,1.06,31.6,12.8,972,107,38,19.8,74,0.09,10.80694,20,509.8353
107655,"pseudo1",362135.8252,8070327.848,0,NA,20.8,0.95,29.2,11.5,2903,70,241,18.1,16,0.7,18.3646,65,333.4486
107656,"pseudo1",401575.8252,7924967.848,0,NA,23.3,1.02,31.6,13.1,1663,103,78,19.1,51,0.2,32.20898,82,728.2788
107657,"pseudo1",322055.8252,8252647.848,0,NA,23.9,0.79,30.4,16.8,2036,98,88,18.9,54,0.17,11.00336,0,882.2681
107658,"pseudo1",404215.8252,7932887.848,0,NA,24,1,32,13.8,1822,101,89,19,49,0.22,0.3321491,6,11.74734
107659,"pseudo1",375815.8252,7929207.848,0,NA,20.5,1.1,29.8,10.3,1260,94,75,19.5,46,0.23,4.39285,100,276.8285
107660,"pseudo1",431255.8252,7869687.848,0,NA,21.8,1.09,30.5,11.5,1100,106,45,19.7,62,0.12,0.5611078,0,239.4097
107661,"pseudo1",415655.8252,7971367.848,0,NA,22.4,0.97,30.2,13.4,2346,93,140,18.6,31,0.42,50.98388,63,1240.028
107662,"pseudo1",364135.8252,8010887.848,0,NA,23.7,0.97,32,13.5,2653,81,204,18.2,24,0.53,0.3945225,15,144.2533
107663,"pseudo1",379175.8252,8090167.848,0,NA,18.5,0.94,26.6,10.7,4058,68,359,17.5,2,0.97,65.81209,29,1633.044
107664,"pseudo1",464135.8252,7867847.848,0,NA,23.9,1.02,31.3,13.6,1057,109,42,19.7,72,0.09999999,0.4471368,86,13.71131
107665,"pseudo1",281975.8252,8230647.848,0,NA,21,0.95,28.7,12.2,1478,99,65,19.3,59,0.14,18.09906,40,351.0655
107666,"pseudo1",423735.8252,7956327.848,0,NA,23.8,0.95,31.3,14.5,2105,96,113,18.7,40,0.3,0.3796236,100,193.3391
107667,"pseudo1",394535.8252,7953687.848,0,NA,23.9,0.9899999,31.9,13.7,1898,96,102,18.9,45,0.26,0.2393029,50,20.85665
107668,"pseudo1",350695.8252,8047607.848,0,NA,19.5,1,28.4,10,2296,72,189,18.4,17,0.67,24.4616,32,663.0468
107669,"pseudo1",315335.8252,8244887.848,0,NA,21.8,0.87,28.8,14.3,2322,89,142,18.6,39,0.31,10.27691,14,524.352
107670,"pseudo1",387175.8252,8101127.848,0,NA,23.7,0.83,30.7,15.9,3452,80,245,17.9,21,0.59,19.1667,99,597.2504
107671,"pseudo1",392295.8252,8079207.848,0,NA,22.8,0.87,30.1,14.7,4008,74,317,17.6,10,0.81,46.85707,65,1006.265
107672,"pseudo1",488695.8252,7842887.848,0,NA,21.9,1.09,30.3,11.6,1051,106,52,19.6,64,0.13,27.83066,0,1133.141
107673,"pseudo1",318375.8252,8176887.848,0,NA,19.9,0.94,28,11.2,1869,88,116,18.9,38,0.31,30.83959,54,1091.825
107674,"pseudo1",481255.8252,7865687.848,0,NA,23.9,1,31.1,14,1068,109,43,19.6,72,0.09999999,0.0858014,50,2.44949
107675,"pseudo1",272535.8252,8185527.848,0,NA,20.7,0.97,29.2,10.8,1084,105,38,19.7,70,0.09,12.40093,100,803.8912
107676,"pseudo1",459095.8252,7872567.848,0,NA,23.9,1.02,31.3,13.7,1116,108,44,19.6,70,0.09999999,0.2894313,58,15.09967
107677,"pseudo1",395175.8252,7954567.848,0,NA,23.9,0.9899999,31.9,13.8,1911,96,103,18.9,44,0.26,0.4434902,50,26.96294
107678,"pseudo1",358135.8252,8067687.848,0,NA,20.1,0.97,28.7,10.9,2825,68,244,18.1,14,0.74,2.266693,50,238.0399
107679,"pseudo1",393975.8252,8059367.848,0,NA,23.4,0.89,30.7,14.8,3429,77,258,17.9,17,0.66,0.532428,70,24.61707
107680,"pseudo1",455415.8252,7858967.848,0,NA,23.6,1.05,31.6,13,959,108,38,19.8,75,0.09,1.124406,56,41.68933
107681,"pseudo1",495335.8252,7830727.848,0,NA,23.6,1.09,31.9,12.2,934,106,42,19.8,75,0.09,0.9085762,46,40.89009
107682,"pseudo1",403335.8252,8054567.848,0,NA,23.4,0.89,30.6,15.1,3349,77,238,17.9,19,0.64,0.2924972,6,11.26943
107683,"pseudo1",361335.8252,7972007.848,0,NA,23.2,1.02,31.8,12.5,1428,98,70,19.3,52,0.2,33.44185,20,1423.599
107684,"pseudo1",361895.8252,8095127.848,0,NA,20.4,0.93,28.7,11.6,2099,82,144,18.6,30,0.43,7.524942,0,263.4957
107685,"pseudo1",346215.8252,8155767.848,0,NA,24.5,0.8,31.2,16.5,1747,102,69,19.1,61,0.14,4.88805,3,238.3191
107686,"pseudo1",467335.8252,7857447.848,0,NA,23.8,1.04,31.5,13.3,942,109,37,19.8,77,0.09,1.106414,32,42.84857
107687,"pseudo1",377655.8252,7962487.848,0,NA,23.7,1,32,13.2,1659,99,79,19.1,50,0.22,37.57999,23,781.2592
107688,"pseudo1",386455.8252,7976087.848,0,NA,19.5,1.05,28.2,10.3,2318,82,187,18.4,18,0.65,12.37337,0,758.7384
107689,"pseudo1",404615.8252,7966567.848,0,NA,23.8,0.96,31.6,14.1,2088,97,108,18.8,41,0.29,1.689354,99,121.4166
107690,"pseudo1",300775.8252,8281927.848,0,NA,24.6,0.76,31.3,17.3,1594,106,49,19.3,68,0.09,0,50,0
107691,"pseudo1",379255.8252,7948007.848,0,NA,22.8,1.03,31.4,12.4,1450,99,73,19.3,52,0.2,35.87759,50,628.8378
107692,"pseudo1",352855.8252,8047527.848,0,NA,19.8,1,28.7,10.3,2447,71,209,18.3,15,0.7,10.46497,18,394.6315
107693,"pseudo1",414855.8252,7908087.848,0,NA,21.1,1.07,29.7,11.3,1488,102,74,19.2,46,0.23,28.80565,99,1308.997
107694,"pseudo1",465175.8252,7875607.848,0,NA,23.9,1,31.1,13.9,1156,108,46,19.5,69,0.11,2.400667,19,107.429
107695,"pseudo1",388775.8252,8004247.848,0,NA,23.8,0.95,31.6,14.2,2699,87,179,18.3,27,0.5,0,50,0
107696,"pseudo1",478935.8252,7850407.848,0,NA,23.7,1.04,31.4,13.1,947,108,40,19.8,76,0.09,0.7266538,70,27.89265
107697,"pseudo1",345815.8252,8145847.848,0,NA,22,0.89,29.8,13.1,1664,95,86,19.1,51,0.19,0,100,157.5817
107698,"pseudo1",312615.8252,8218567.848,0,NA,23,0.86,29.9,15.1,2324,90,127,18.6,43,0.26,12.63466,69,461.1681
107699,"pseudo1",367815.8252,8097927.848,0,NA,22.9,0.88,30.6,14.1,2642,84,177,18.3,31,0.43,43.30254,60,876.923
107700,"pseudo1",282775.8252,8215687.848,0,NA,18.8,0.96,27.2,10.3,2037,86,137,18.7,33,0.39,65.47694,100,2026.764
107701,"pseudo1",367015.8252,8134487.848,0,NA,24.5,0.8,31.2,16.6,2121,94,106,18.7,49,0.22,0.1685736,51,7.211102
107702,"pseudo1",351015.8252,8048087.848,0,NA,19.4,1,28.3,9.900001,2313,72,191,18.4,17,0.67,23.52232,28,699.3547
107703,"pseudo1",309815.8252,8201287.848,0,NA,21.9,0.9,29.3,13.4,1804,92,97,19,48,0.22,46.29644,60,797.281
107704,"pseudo1",312135.8252,8232887.848,0,NA,22.1,0.88,29.1,14.3,2188,90,125,18.7,43,0.27,27.18422,55,639.1885
107705,"pseudo1",389735.8252,7963287.848,0,NA,23.8,0.9899999,31.8,13.6,1880,98,94,18.9,45,0.25,2.487641,16,89.0337
107706,"pseudo1",358935.8252,8049687.848,0,NA,19.5,0.9899999,28.2,10.3,2834,69,248,18.1,10,0.81,11.65832,100,455.4624
107707,"pseudo1",359095.8252,8078487.848,0,NA,19.9,0.96,28.4,10.8,2539,70,209,18.2,18,0.66,3.77758,1,97.66268
107708,"pseudo1",322775.8252,8236807.848,0,NA,24.2,0.79,30.7,16.9,2123,98,91,18.9,54,0.18,19.06001,28,495.8951
107709,"pseudo1",425015.8252,7948407.848,0,NA,23.9,0.96,31.4,14.5,2026,97,107,18.8,42,0.27,0.2462597,69,9.273619
