"siteid","spid","x","y","occ","group","bcc","calc","ccc","ddeg","nutri","pday","precyy","sfroyy","slope","sradyy","swb","tavecc","topo"
108928,"pseudo1",1604187.5,94387.5,0,NA,2,0,98,2966,23,34,1174,0,7,18656,-57,0,39
108929,"pseudo1",1637487.5,102887.5,0,NA,4,0,15,2710,17,39,1432,0,242,19878,39,0,-61
108930,"pseudo1",1611387.5,121387.5,0,NA,23,0,77,3101,25,34,1231,0,34,18982,-93,0,0
108931,"pseudo1",1514287.5,52087.5,0,NA,60,1,39,1741,12.3125,38,1930,0,221,18560,40,-2,146
108932,"pseudo1",1719387.5,161887.5,0,NA,21,0,79,2798,16,38,1236,0,101,19855,-51,0,124
108933,"pseudo1",1740887.5,25887.5,0,NA,4,0,96,2721,3,32,1622,0,506,13990,9,0,-304
108934,"pseudo1",1704687.5,186787.5,0,NA,21,0,79,3126,17,33,839,0,71,18024,-287,0,-31
108935,"pseudo1",1598687.5,130487.5,0,NA,0,0,0,2802,18,35,1355,0,74,16507,-15,0,-22
108936,"pseudo1",1782787.5,71087.5,0,NA,0,0,0,2225,17,35,938,0,40,17775,-36,-2,35
108937,"pseudo1",1698087.5,49187.5,0,NA,0,0,0,1028,7,32,1747,1,317,8316,23,-6,-200
108938,"pseudo1",1750587.5,48887.5,0,NA,0,0,0,1287,7.5625,37,1600,1,163,12846,25,-4,-136
108939,"pseudo1",1825787.5,92887.5,0,NA,0,1,0,407,0,40,1199,6,158,14205,0,-10,148
108940,"pseudo1",1651887.5,97387.5,0,NA,4,0,2,2741,17.3125,42,1585,0,148,18293,130,0,-168
108941,"pseudo1",1689487.5,129387.5,0,NA,0,0,0,3212,24,38,1243,0,43,18208,-10,0,7
108942,"pseudo1",1665887.5,128887.5,0,NA,0,0,0,2868,24.9375,37,1274,0,113,15570,48,0,-4
108943,"pseudo1",1590587.5,91187.5,0,NA,0,0,0,3062,25,32,1089,0,27,17783,-78,0,8
108944,"pseudo1",1743787.5,43787.5,0,NA,0,0,0,1251,7,36,1702,0,185,19906,38,-4,-71
108945,"pseudo1",1734487.5,95087.5,0,NA,0,1,0,1102,12.875,48,2065,1,272,14209,41,-6,-199
108946,"pseudo1",1799187.5,48787.5,0,NA,4,0,46,1437,7.0625,34,1380,0,84,13550,27,-5,-195
108947,"pseudo1",1715487.5,110687.5,0,NA,0,0,0,2133,7,46,2064,0,164,19408,23,-2,-10
108948,"pseudo1",1701787.5,51687.5,0,NA,0,1,0,1914,11.75,30,1556,0,207,13066,14,-2,131
108949,"pseudo1",1638287.5,132087.5,0,NA,8,0,92,3164,24.1875,35,1115,0,55,19310,-133,0,48
108950,"pseudo1",1673287.5,40987.5,0,NA,0,0,0,780,6.5625,40,2258,3,260,15041,21,-7,15
108951,"pseudo1",1640687.5,164787.5,0,NA,0,0,0,3351,26.8125,34,972,0,30,17928,-131,0,-29
108952,"pseudo1",1572487.5,87387.5,0,NA,0,0,0,3281,17,31,960,0,1,18419,-247,0,0
108953,"pseudo1",1606687.5,80587.5,0,NA,0,0,0,2593,16.5,38,1339,0,44,18704,40,-1,13
108954,"pseudo1",1564387.5,54687.5,0,NA,13,0,0,3073,25.625,33,1232,0,33,17313,-36,0,-8
108955,"pseudo1",1745387.5,58287.5,0,NA,0,0,0,1499,5.5,37,1384,1,178,14147,24,-3,-268
108956,"pseudo1",1842687.5,67587.5,0,NA,0,0,94,2169,3,32,669,0,344,16272,-155,-3,125
108957,"pseudo1",1627387.5,43787.5,0,NA,6,1,81,1551,7.125,40,1333,0,262,11776,8,-4,-304
108958,"pseudo1",1603187.5,33387.5,0,NA,0,1,0,1214,0,41,1744,1,101,14371,0,-5,-147
108959,"pseudo1",1540987.5,77487.5,0,NA,0,0,0,3070,25,31,1013,0,44,18316,-234,0,-43
108960,"pseudo1",1596587.5,12787.5,0,NA,0,0,6,2564,7,33,1093,0,192,12539,-81,0,325
108961,"pseudo1",1671387.5,49787.5,0,NA,0,0,0,665,0,43,2107,3,254,16428,0,-8,29
108962,"pseudo1",1751587.5,74187.5,0,NA,0,1,0,843,12,40,1280,2,372,21719,38,-6,90
108963,"pseudo1",1629787.5,-2512.5,0,NA,0,0,0,220,0,42,1743,14,206,15523,0,-11,-147
108964,"pseudo1",1647587.5,108587.5,0,NA,8,0,73,2623,17.375,40,1501,0,164,14565,49,-1,-220
108965,"pseudo1",1783487.5,64387.5,0,NA,0,0,0,925,13,37,1126,2,131,13854,40,-7,-129
108966,"pseudo1",1658887.5,41987.5,0,NA,0,0,0,1052,0,41,1729,1,58,16562,0,-6,-71
108967,"pseudo1",1761187.5,118787.5,0,NA,0,1,0,1028,7,47,1876,1,322,9684,7,-6,147
108968,"pseudo1",1547887.5,76087.5,0,NA,29,0,33,3126,17,30,948,0,194,22013,-322,0,-2
108969,"pseudo1",1635187.5,160787.5,0,NA,0,1,0,3205,25,34,1010,0,124,18693,-179,0,18
108970,"pseudo1",1714687.5,120487.5,0,NA,0,0,0,2334,12,46,1951,0,205,20674,38,-2,18
108971,"pseudo1",1676487.5,124887.5,0,NA,0,0,0,3147,25,38,1165,0,63,19320,12,0,-3
108972,"pseudo1",1618587.5,151387.5,0,NA,15,0,4,3360,2.3125,34,1004,0,83,17454,-193,0,-31
108973,"pseudo1",1588887.5,65887.5,0,NA,0,1,100,2043,17,40,1767,0,134,20502,53,-2,32
108974,"pseudo1",1794287.5,85687.5,0,NA,0,0,0,1683,0,41,1101,0,21,18481,-7,-4,-67
108975,"pseudo1",1614287.5,17487.5,0,NA,0,0,0,1165,4,37,1379,1,227,13968,25,-5,76
108976,"pseudo1",1773187.5,97787.5,0,NA,0,0,0,3040,24,39,1007,0,72,17802,-95,0,-36
108977,"pseudo1",1667187.5,95787.5,0,NA,0,1,94,1886,12,44,1602,0,148,17028,38,-3,-27
108978,"pseudo1",1598987.5,8087.5,0,NA,0,0,0,1306,7,39,1516,1,330,16355,17,-4,-126
108979,"pseudo1",1762387.5,57087.5,0,NA,10,0,39,1223,6.25,37,1268,1,249,11747,35,-5,118
108980,"pseudo1",1656287.5,56887.5,0,NA,0,0,0,500,0,49,2050,5,368,8774,0,-8,-135
108981,"pseudo1",1783487.5,108287.5,0,NA,0,1,0,1174,12,44,1388,1,309,19233,38,-5,47
108982,"pseudo1",1749087.5,55787.5,0,NA,0,0,0,1361,13,37,1442,1,173,20269,55,-4,19
108983,"pseudo1",1790187.5,57087.5,0,NA,0,0,31,995,4.3125,35,1191,2,387,20066,9,-7,-136
108984,"pseudo1",1717387.5,57187.5,0,NA,0,1,0,473,0,39,1574,5,230,19386,0,-8,105
108985,"pseudo1",1689587.5,44787.5,0,NA,0,0,0,925,0,32,1757,1,279,12255,0,-6,-125
108986,"pseudo1",1689987.5,94787.5,0,NA,0,1,0,1034,7,46,1838,1,363,12012,7,-6,137
108987,"pseudo1",1762287.5,142087.5,0,NA,0,0,0,2568,17,45,1650,0,100,16778,54,-1,-19
108988,"pseudo1",1811187.5,75087.5,0,NA,0,0,0,802,2.1875,37,949,3,280,10531,8,-8,18
108989,"pseudo1",1520987.5,43787.5,0,NA,62,0,19,3089,17,30,1192,0,142,20920,-234,0,41
108990,"pseudo1",1629487.5,150187.5,0,NA,54,0,14,2954,17,36,1171,0,126,17923,-79,0,8
108991,"pseudo1",1619387.5,163787.5,0,NA,13,0,0,3375,23.8125,33,869,0,44,17551,-174,0,-7
108992,"pseudo1",1729987.5,-12912.5,0,NA,0,0,0,4335,41,30,1691,0,22,17927,40,2,-67
108993,"pseudo1",1637487.5,86587.5,0,NA,0,0,100,2249,16,44,1645,0,122,14939,74,-2,61
108994,"pseudo1",1667287.5,67587.5,0,NA,0,1,0,800,0,46,1990,2,636,11199,0,-7,166
108995,"pseudo1",1619087.5,38687.5,0,NA,0,0,0,410,0,42,1798,7,385,21830,0,-9,-241
108996,"pseudo1",1642787.5,124487.5,0,NA,2,0,10,3102,16.875,36,1173,0,121,15002,-11,0,-31
108997,"pseudo1",1655487.5,44387.5,0,NA,0,0,0,490,0,49,2169,6,288,16937,0,-9,-134
108998,"pseudo1",1627687.5,149087.5,0,NA,0,1,0,2833,17,37,1250,0,102,16731,-12,0,-6
108999,"pseudo1",1502087.5,9787.5,0,NA,25,0,0,3427,25.07692,27,942,0,134,18931,-294,0,-35
109000,"pseudo1",1686287.5,115287.5,0,NA,2,0,4,3102,17,40,1330,0,79,17571,64,0,19
109001,"pseudo1",1581387.5,104487.5,0,NA,31,0,31,3351,17,30,941,0,1,18428,-271,0,0
109002,"pseudo1",1680187.5,73987.5,0,NA,2,0,98,1448,2.375,46,1774,0,445,7556,8,-4,56
109003,"pseudo1",1618087.5,136487.5,0,NA,33,0,17,2417,7.5,38,1516,0,467,22894,9,-1,230
109004,"pseudo1",1574087.5,103287.5,0,NA,0,0,0,3336,0,31,966,0,0,18423,-324,0,0
109005,"pseudo1",1614887.5,9887.5,0,NA,8,0,85,1406,7.1875,35,1134,0,319,19084,-53,-4,-210
109006,"pseudo1",1806387.5,85587.5,0,NA,0,0,0,1082,7,40,1101,1,220,11707,22,-6,-142
109007,"pseudo1",1654887.5,287.5,0,NA,0,0,0,785,3,39,1330,3,231,18807,-4,-7,-2
109008,"pseudo1",1815487.5,43287.5,0,NA,0,0,0,783,0,36,1588,3,399,21545,0,-8,178
109009,"pseudo1",1685187.5,146287.5,0,NA,0,0,0,3218,25,36,1014,0,38,18032,-123,0,-20
109010,"pseudo1",1599387.5,32487.5,0,NA,0,1,0,1217,7,41,1797,1,311,18869,8,-5,-81
109011,"pseudo1",1831887.5,66087.5,0,NA,8,0,67,1376,7,33,917,1,248,11802,12,-6,-9
109012,"pseudo1",1582387.5,91687.5,0,NA,0,0,0,3197,25,31,1021,0,18,18297,-157,0,35
109013,"pseudo1",1600487.5,142187.5,0,NA,0,0,0,3183,25,34,1089,0,156,20871,-117,0,6
109014,"pseudo1",1745487.5,29987.5,0,NA,67,0,8,2789,2.6875,32,1593,0,470,12120,9,0,-147
109015,"pseudo1",1636287.5,147387.5,0,NA,56,1,43,2904,13,36,1175,0,174,18024,-95,0,-178
109016,"pseudo1",1707787.5,37487.5,0,NA,35,0,39,2256,6.5,32,1871,0,460,18430,20,-1,136
109017,"pseudo1",1789287.5,94987.5,0,NA,2,0,92,1505,12,42,1284,0,139,15850,37,-5,36
109018,"pseudo1",1639687.5,113387.5,0,NA,0,0,0,2725,24,38,1360,0,140,18108,47,0,48
109019,"pseudo1",1598987.5,113987.5,0,NA,0,0,0,3333,17,32,1093,0,1,18418,-207,0,0
109020,"pseudo1",1750787.5,47687.5,0,NA,0,0,0,1187,3,37,1635,1,131,14886,9,-5,-153
109021,"pseudo1",1744687.5,47487.5,0,NA,4,0,83,1549,13,36,1621,0,200,19929,56,-3,-94
109022,"pseudo1",1648587.5,67787.5,0,NA,6,1,56,1429,7,45,1604,0,392,9642,7,-4,81
109023,"pseudo1",1693487.5,60387.5,0,NA,66,0,21,1549,7,38,1668,0,312,10627,23,-4,-76
109024,"pseudo1",1520487.5,60487.5,0,NA,0,1,0,2032,17,36,1712,0,101,16143,34,-2,33
109025,"pseudo1",1659487.5,126187.5,0,NA,0,0,0,3128,24,36,1128,0,80,18068,-63,0,9
109026,"pseudo1",1743687.5,98887.5,0,NA,2,1,35,1931,7,46,1738,0,437,19415,23,-3,-189
109027,"pseudo1",1808587.5,29087.5,0,NA,0,0,0,1159,7,35,1298,2,336,11062,22,-6,-93
109028,"pseudo1",1800087.5,55587.5,0,NA,2,0,4,1260,3.75,35,1436,1,226,12076,21,-6,-262
109029,"pseudo1",1579687.5,139087.5,0,NA,0,1,0,2931,15.4375,35,1193,0,129,19997,-126,0,0
109030,"pseudo1",1520887.5,53687.5,0,NA,8,1,54,2209,18,35,1626,0,58,19421,11,-1,-36
109031,"pseudo1",1576587.5,64287.5,0,NA,0,0,0,2642,17,35,1519,0,58,19228,98,-1,-1
109032,"pseudo1",1580187.5,137987.5,0,NA,43,1,56,3037,12,34,1155,0,194,16526,-113,0,-76
109033,"pseudo1",1535087.5,54187.5,0,NA,0,0,0,3284,25,28,1051,0,36,18227,-211,0,-14
109034,"pseudo1",1650487.5,58487.5,0,NA,0,1,0,1036,7,47,1694,1,233,15719,22,-6,56
109035,"pseudo1",1821387.5,78087.5,0,NA,0,0,0,1165,7,35,879,1,306,13630,23,-6,-142
109036,"pseudo1",1655587.5,16287.5,0,NA,0,0,0,1007,7.125,35,1566,2,272,19820,19,-6,-35
109037,"pseudo1",1720787.5,159187.5,0,NA,0,0,0,2917,24,38,1205,0,74,17097,-9,0,6
109038,"pseudo1",1637387.5,145087.5,0,NA,100,1,0,2523,12.0625,38,1384,0,321,22921,-22,-1,-3
109039,"pseudo1",1822887.5,84987.5,0,NA,0,0,81,1578,7.0625,35,873,0,389,14913,17,-5,-210
109040,"pseudo1",1608687.5,100587.5,0,NA,10,0,89,3150,17,33,1074,0,10,18372,-140,0,14
109041,"pseudo1",1772887.5,85987.5,0,NA,0,0,0,1703,12,40,1097,0,211,14430,36,-3,99
109042,"pseudo1",1628787.5,92987.5,0,NA,0,0,0,2918,25.4375,38,1278,0,1,18271,47,0,-47
109043,"pseudo1",1605787.5,51687.5,0,NA,6,1,44,1864,7,42,1540,0,254,15368,22,-3,66
109044,"pseudo1",1666487.5,88187.5,0,NA,0,0,0,3181,24,42,1317,0,28,17825,44,0,-62
109045,"pseudo1",1513587.5,37287.5,0,NA,13,0,0,3247,24.5625,29,1147,0,14,18363,-154,0,1
109046,"pseudo1",1593187.5,21487.5,0,NA,0,1,0,898,0,44,1978,2,258,19036,0,-6,206
109047,"pseudo1",1657987.5,81487.5,0,NA,0,1,0,1129,0,45,1809,1,455,9222,0,-5,190
109048,"pseudo1",1670787.5,139387.5,0,NA,0,0,0,3093,24,36,1163,0,45,19590,-92,0,7
109049,"pseudo1",1703687.5,176087.5,0,NA,0,0,0,3188,17,34,906,0,4,18540,-255,0,-8
109050,"pseudo1",1768687.5,139787.5,0,NA,67,1,8,2746,7.625,43,1431,0,341,12812,25,0,-212
109051,"pseudo1",1643387.5,47387.5,0,NA,0,0,0,477,0,48,1984,6,379,9250,0,-9,-1
109052,"pseudo1",1696287.5,154387.5,0,NA,0,0,0,3221,0,36,1055,0,11,18120,-197,0,-12
109053,"pseudo1",1696187.5,167387.5,0,NA,54,0,33,3171,16.9375,34,990,0,155,18564,-215,0,220
109054,"pseudo1",1715387.5,130687.5,0,NA,0,0,0,3237,0,40,1353,0,17,17637,-26,0,-3
109055,"pseudo1",1797987.5,45287.5,0,NA,6,0,12,1267,5.5,35,1350,0,355,13641,26,-6,-149
109056,"pseudo1",1816887.5,65887.5,0,NA,0,0,0,1041,0,34,1160,2,268,9414,0,-7,-178
109057,"pseudo1",1648287.5,142487.5,0,NA,6,0,94,3162,25,35,1078,0,85,19208,-145,0,-15
109058,"pseudo1",1827587.5,72287.5,0,NA,0,1,0,761,0,35,970,3,195,15272,0,-8,-61
109059,"pseudo1",1578387.5,53087.5,0,NA,0,1,0,1688,7,39,1785,0,342,21406,7,-3,38
109060,"pseudo1",1560387.5,32687.5,0,NA,0,1,0,1673,7,34,1575,0,352,11295,9,-3,-203
109061,"pseudo1",1643687.5,104387.5,0,NA,0,0,100,2109,16.3125,43,1808,0,439,8099,50,-2,262
109062,"pseudo1",1675687.5,156787.5,0,NA,0,1,0,3269,0,35,1072,0,57,17030,-205,0,-59
109063,"pseudo1",1706487.5,119987.5,0,NA,0,0,0,2475,0,46,1890,0,35,18334,0,-1,-26
109064,"pseudo1",1610987.5,111187.5,0,NA,0,0,0,3106,25,33,1142,0,9,18288,-91,0,-6
109065,"pseudo1",1784287.5,34387.5,0,NA,0,0,0,714,0,37,1349,5,291,20215,0,-8,-136
109066,"pseudo1",1568987.5,84587.5,0,NA,0,0,0,3236,25,31,938,0,7,18758,-229,0,-6
109067,"pseudo1",1686987.5,123187.5,0,NA,0,0,0,3257,24,39,1218,0,5,18309,65,0,3
109068,"pseudo1",1718987.5,166587.5,0,NA,0,0,0,3173,24.5,35,972,0,36,18084,-145,0,-13
109069,"pseudo1",1632587.5,128087.5,0,NA,2,0,35,3257,24,35,1078,0,43,17537,-122,0,3
109070,"pseudo1",1663887.5,124587.5,0,NA,0,0,0,3115,25,37,1138,0,35,18819,-58,0,-33
109071,"pseudo1",1627287.5,29887.5,0,NA,0,0,75,2130,7,30,1108,0,244,21866,-213,-2,2
109072,"pseudo1",1652887.5,43387.5,0,NA,0,0,0,410,0,50,2256,7,221,20916,0,-9,-3
109073,"pseudo1",1589287.5,-10812.5,0,NA,0,0,0,1426,7,37,1436,0,303,13850,11,-4,-228
109074,"pseudo1",1689787.5,185587.5,0,NA,0,1,0,2888,24,33,1010,0,57,17046,-144,0,41
109075,"pseudo1",1641587.5,41587.5,0,NA,2,0,29,1254,7,44,1679,1,334,21368,22,-5,18
109076,"pseudo1",1689287.5,78587.5,0,NA,0,0,0,630,0,47,1963,2,278,20601,0,-8,-50
109077,"pseudo1",1718687.5,24387.5,0,NA,50,0,0,2439,7,32,1881,0,311,22243,16,-1,22
109078,"pseudo1",1611887.5,57987.5,0,NA,0,1,0,1407,9,43,1677,0,91,18487,53,-4,45
109079,"pseudo1",1625587.5,137987.5,0,NA,0,0,0,3151,25,35,1124,0,2,17929,-102,0,-29
109080,"pseudo1",1500087.5,17887.5,0,NA,87,0,12,3375,24,27,1047,0,16,18314,-203,0,15
109081,"pseudo1",1542587.5,98287.5,0,NA,33,1,66,2009,17,39,1716,0,86,16377,37,-2,19
109082,"pseudo1",1501587.5,10387.5,0,NA,0,0,0,3391,23.5625,27,960,0,7,18401,-282,0,6
109083,"pseudo1",1643787.5,134887.5,0,NA,4,0,8,3165,17,35,1118,0,20,18170,-108,0,19
109084,"pseudo1",1624387.5,68087.5,0,NA,19,1,19,2667,7,41,1386,0,396,21948,-7,-1,-137
109085,"pseudo1",1712387.5,77887.5,0,NA,0,0,0,570,0,44,1803,3,502,8936,0,-8,335
109086,"pseudo1",1773787.5,88887.5,0,NA,29,0,70,2233,12,39,1018,0,269,22468,-69,-2,13
109087,"pseudo1",1575987.5,9387.5,0,NA,0,0,0,1809,0,37,1445,0,432,15929,-23,-3,-199
109088,"pseudo1",1622587.5,48787.5,0,NA,15,0,17,1925,16.5625,41,1342,0,226,18467,51,-3,-32
109089,"pseudo1",1537787.5,68187.5,0,NA,100,1,0,3048,12,31,1066,0,255,19648,-219,0,-21
109090,"pseudo1",1668487.5,163487.5,0,NA,46,1,29,2923,11,36,1255,0,121,16058,-77,0,220
109091,"pseudo1",1713387.5,83487.5,0,NA,0,0,0,765,0,45,1839,2,374,22864,0,-7,-146
109092,"pseudo1",1748287.5,101087.5,0,NA,0,0,0,679,1.5,48,2051,2,304,13043,0,-8,125
109093,"pseudo1",1581387.5,131387.5,0,NA,12,1,6,2363,17.25,37,1535,0,51,16833,33,-1,-3
109094,"pseudo1",1812887.5,41287.5,0,NA,6,0,6,1540,7,34,1446,0,134,16279,23,-5,-41
109095,"pseudo1",1675087.5,133787.5,0,NA,17,0,8,2708,24,39,1388,0,87,17725,52,-1,0
109096,"pseudo1",1696187.5,98387.5,0,NA,0,1,0,1527,0,46,1826,0,402,20004,0,-4,545
109097,"pseudo1",1565887.5,26587.5,0,NA,12,1,6,1927,12,35,1437,0,193,11817,36,-2,-153
109098,"pseudo1",1628487.5,-8812.5,0,NA,0,0,0,152,0,43,1868,19,518,5857,0,-11,96
109099,"pseudo1",1653587.5,69987.5,0,NA,0,1,0,1172,12,46,1703,1,79,15874,38,-5,-14
109100,"pseudo1",1651187.5,122787.5,0,NA,6,0,87,3070,17,36,1188,0,125,18556,-71,0,18
109101,"pseudo1",1517687.5,18287.5,0,NA,0,0,0,3387,25,28,934,0,0,18527,-280,0,-1
109102,"pseudo1",1563287.5,47387.5,0,NA,0,0,0,2782,17,35,1493,0,99,19699,39,0,-4
109103,"pseudo1",1694587.5,98687.5,0,NA,0,1,0,1739,12.0625,45,1758,0,156,15901,39,-3,24
109104,"pseudo1",1585887.5,22687.5,0,NA,27,1,47,1837,13,39,1589,0,301,19983,32,-2,-175
109105,"pseudo1",1667787.5,113787.5,0,NA,0,0,0,2764,24,40,1415,0,65,17288,106,0,36
109106,"pseudo1",1811287.5,67587.5,0,NA,0,1,0,960,0,36,1171,2,405,15086,0,-7,-220
109107,"pseudo1",1596387.5,94087.5,0,NA,0,0,0,3187,25,32,1056,0,73,17417,-100,0,13
109108,"pseudo1",1829487.5,79587.5,0,NA,2,1,10,1386,0,34,800,1,444,14298,-7,-6,-210
109109,"pseudo1",1696787.5,30587.5,0,NA,0,0,0,1239,0,33,1956,1,362,22598,0,-5,107
109110,"pseudo1",1682587.5,109687.5,0,NA,0,0,0,3287,0,40,1248,0,0,18372,-39,0,-22
109111,"pseudo1",1600287.5,137687.5,0,NA,58,0,41,2824,18,36,1281,0,110,15642,-10,0,-90
109112,"pseudo1",1776187.5,151087.5,0,NA,0,0,0,3320,25,41,1253,0,1,18390,83,0,1
109113,"pseudo1",1816287.5,71187.5,0,NA,0,1,0,1151,7,34,934,1,330,21338,3,-7,1
109114,"pseudo1",1703787.5,82587.5,0,NA,17,0,71,2452,2.1875,42,1341,0,448,18138,5,-1,283
109115,"pseudo1",1771687.5,60487.5,0,NA,0,0,0,863,12,37,1185,2,130,14972,37,-7,21
109116,"pseudo1",1582387.5,17987.5,0,NA,0,1,0,1491,7.0625,41,1726,0,348,12868,24,-3,-136
109117,"pseudo1",1659287.5,155387.5,0,NA,13,0,0,2929,24.375,36,1188,0,184,19054,-70,0,125
109118,"pseudo1",1585687.5,48287.5,0,NA,0,1,0,1187,7,40,1725,1,305,21063,6,-5,178
109119,"pseudo1",1667887.5,71987.5,0,NA,0,1,0,1913,16.9375,45,1644,0,96,18727,51,-2,309
109120,"pseudo1",1665687.5,136387.5,0,NA,0,0,0,3039,25,36,1192,0,73,18997,-61,0,-7
109121,"pseudo1",1727787.5,167487.5,0,NA,0,0,0,2762,24,38,1161,0,88,18968,-29,-1,37
109122,"pseudo1",1667687.5,130587.5,0,NA,0,0,0,3048,25,37,1181,0,45,17788,-25,0,-26
109123,"pseudo1",1736287.5,171287.5,0,NA,41,0,27,2904,24,37,1065,0,33,17980,-75,0,31
109124,"pseudo1",1835087.5,64587.5,0,NA,0,0,88,1706,7,33,846,0,260,15272,-38,-5,-71
109125,"pseudo1",1739887.5,89987.5,0,NA,0,0,0,571,0,47,2015,3,295,22558,0,-8,202
109126,"pseudo1",1556987.5,74987.5,0,NA,68,0,25,2905,25.3125,31,1041,0,159,17446,-111,0,-27
109127,"pseudo1",1802287.5,41087.5,0,NA,0,0,0,872,0,35,1465,2,48,14037,0,-7,-124
109128,"pseudo1",1616187.5,97787.5,0,NA,12,0,87,3030,17,35,1132,0,43,18933,-94,0,-6
109129,"pseudo1",1720487.5,102287.5,0,NA,0,1,0,1222,4.8125,49,2269,0,94,18931,2,-5,25
109130,"pseudo1",1643987.5,49987.5,0,NA,0,1,0,1383,0,42,1532,1,159,14914,0,-4,-256
109131,"pseudo1",1675287.5,89187.5,0,NA,39,1,35,2595,7,44,1432,0,353,8874,24,-1,-166
109132,"pseudo1",1741387.5,134787.5,0,NA,29,0,2,2355,12,47,2081,0,242,22040,38,-1,78
109133,"pseudo1",1609587.5,100387.5,0,NA,6,0,94,3124,17,34,1088,0,34,18638,-134,0,24
109134,"pseudo1",1671787.5,97487.5,0,NA,19,0,0,2817,17.1875,42,1371,0,131,20203,46,0,-50
109135,"pseudo1",1713687.5,103587.5,0,NA,25,1,6,2484,18,45,1913,0,232,20128,56,-1,-71
109136,"pseudo1",1608487.5,65087.5,0,NA,0,1,0,2310,7,40,1498,0,236,20144,15,-2,26
109137,"pseudo1",1661087.5,163887.5,0,NA,0,1,0,3188,26,35,1150,0,119,20253,-193,0,-27
109138,"pseudo1",1758587.5,138287.5,0,NA,0,0,100,2186,12.625,47,1877,1,228,12661,39,-2,-41
109139,"pseudo1",1653487.5,99787.5,0,NA,0,0,0,2592,16.375,43,1671,0,147,20521,60,-1,-2
109140,"pseudo1",1688087.5,111587.5,0,NA,27,0,72,2505,12,43,1663,0,277,14228,38,-1,24
109141,"pseudo1",1571687.5,41387.5,0,NA,0,1,0,2991,0,36,1450,0,158,19061,-38,0,96
109142,"pseudo1",1727487.5,-20112.5,0,NA,0,0,0,3929,24,29,1702,0,50,19384,9,1,15
109143,"pseudo1",1731987.5,58287.5,0,NA,0,0,0,983,11.5625,39,1464,2,372,8923,40,-6,-210
109144,"pseudo1",1706387.5,51987.5,0,NA,0,0,0,2030,9.5,30,1511,0,240,21929,-33,-2,-37
109145,"pseudo1",1607387.5,117387.5,0,NA,0,0,0,3233,25,33,1188,0,33,18649,-125,0,-10
109146,"pseudo1",1622687.5,116187.5,0,NA,0,0,0,3207,24,33,1033,0,18,18594,-145,0,0
109147,"pseudo1",1679687.5,42787.5,0,NA,0,0,0,545,0,41,2321,5,266,12054,0,-8,-64
109148,"pseudo1",1579187.5,28187.5,0,NA,25,1,12,2245,7,39,1502,0,249,15593,10,-1,91
109149,"pseudo1",1647787.5,23087.5,0,NA,8,0,48,1852,7,28,1109,0,139,17518,-134,-3,-32
109150,"pseudo1",1712887.5,77487.5,0,NA,0,0,0,402,0,44,1854,5,335,9306,0,-9,74
109151,"pseudo1",1634087.5,99087.5,0,NA,0,0,0,2935,25,38,1303,0,63,17531,54,0,-30
109152,"pseudo1",1744687.5,133587.5,0,NA,23,0,39,2094,12,48,2233,0,188,21457,38,-2,24
109153,"pseudo1",1750887.5,104987.5,0,NA,0,0,0,904,12,48,1939,1,333,14379,38,-7,121
109154,"pseudo1",1648887.5,132887.5,0,NA,4,0,83,3144,17,35,1147,0,181,14442,-43,0,25
109155,"pseudo1",1529387.5,48387.5,0,NA,0,0,0,3214,25,29,1128,0,83,18976,-199,0,30
109156,"pseudo1",1746387.5,39987.5,0,NA,0,0,0,1461,3.875,35,1683,0,381,21410,7,-4,25
109157,"pseudo1",1747487.5,53187.5,0,NA,48,1,52,1361,7,37,1510,1,345,10606,22,-4,209
109158,"pseudo1",1634387.5,6887.5,0,NA,0,0,0,97,0,44,1887,22,250,12490,0,-12,124
109159,"pseudo1",1636987.5,92287.5,0,NA,0,0,0,2785,17,40,1425,0,40,17647,67,0,-19
109160,"pseudo1",1732387.5,71287.5,0,NA,0,0,0,581,2,41,1382,4,298,20562,6,-8,137
109161,"pseudo1",1642387.5,95287.5,0,NA,31,0,68,2704,19.9375,41,1546,0,333,10189,72,-1,-2
109162,"pseudo1",1604687.5,-4212.5,0,NA,0,0,0,765,0,39,1594,3,220,18538,0,-7,-121
109163,"pseudo1",1704987.5,103487.5,0,NA,4,1,96,2268,7,44,1863,0,358,6688,23,-2,94
109164,"pseudo1",1563387.5,104587.5,0,NA,41,1,27,2078,18,38,1667,0,85,19270,33,-2,-1
109165,"pseudo1",1709387.5,65787.5,0,NA,0,0,0,1031,7,39,1454,1,261,13858,21,-5,55
109166,"pseudo1",1739287.5,163087.5,0,NA,0,0,0,2950,24,38,1123,0,89,16044,42,0,-1
109167,"pseudo1",1604087.5,13587.5,0,NA,0,0,0,1904,7,35,1169,0,235,20639,-98,-2,-22
109168,"pseudo1",1591487.5,24787.5,0,NA,0,0,0,1361,7,42,1818,1,266,18211,8,-4,-27
109169,"pseudo1",1585587.5,64887.5,0,NA,8,0,10,2865,26,36,1423,0,52,19101,52,0,-16
109170,"pseudo1",1737787.5,118987.5,0,NA,0,1,100,2751,7,45,1825,0,285,11815,7,-1,45
109171,"pseudo1",1699587.5,24287.5,0,NA,0,0,0,1662,7.375,33,2027,0,258,21068,35,-3,-16
