siteid,spid,x,y,occ,group,cti,disturb,mi,rainann,raindq,rugged,soildepth,soilfert,solrad,tempann,tempmin,topo,vegsys
107141,pseudo1,152.3608068,-29.99308268,0,NA,1169,3,85,1176,156,28,1070,2,88,134,-3,10,2
107142,pseudo1,151.3032041,-32.36909153,0,NA,1179,4,78,1034,186,90,920,2,85,149,14,-8,9
107143,pseudo1,151.2726272,-31.38253524,0,NA,1389,2,77,1078,264,93,959,2,86,125,-27,-23,3
107144,pseudo1,152.4201621,-30.65408438,0,NA,1389,1,82,1294,180,60,980,2,91,178,64,-14,2
107145,pseudo1,151.7627577,-29.87707014,0,NA,1379,4,74,898,180,9,980,1,90,124,2,1,9
107146,pseudo1,152.0433462,-32.71802848,0,NA,1312,4,75,1250,288,0,1110,2,85,173,56,0,9
107147,pseudo1,152.1269831,-28.73223317,0,NA,1389,4,77,1016,174,7,1000,1,90,141,15,1,9
107148,pseudo1,152.7816896,-31.16399998,0,NA,1329,3,88,1354,204,35,1080,2,85,180,61,0,2
107149,pseudo1,151.8149184,-30.09740404,0,NA,1359,3,81,936,180,9,1000,1,90,109,-2,-1,3
107150,pseudo1,152.2852638,-30.88251218,0,NA,1389,2,94,1608,222,12,1110,2,87,126,-7,1,6
107151,pseudo1,152.271774,-32.33311864,0,NA,1229,2,84,1460,258,46,1049,2,88,168,57,-5,2
107152,pseudo1,152.2097207,-29.26193386,0,NA,1709,1,68,1040,150,73,1009,2,96,162,28,-42,3
107153,pseudo1,152.0748224,-30.35011353,0,NA,1479,3,75,852,138,29,990,2,88,117,0,-6,7
107154,pseudo1,152.956158,-30.73142608,0,NA,1529,4,82,1352,210,5,1129,2,88,185,65,-1,9
107155,pseudo1,151.8715756,-30.73052676,0,NA,1199,3,83,940,162,57,970,2,81,123,-3,15,3
107156,pseudo1,152.0190645,-29.19358538,0,NA,1219,3,64,872,144,43,980,2,94,152,14,-17,9
107157,pseudo1,151.4381024,-31.17838914,0,NA,1469,4,71,934,216,14,1039,2,90,122,-13,-4,9
107158,pseudo1,152.1746472,-29.47687183,0,NA,1389,1,92,1458,216,26,1149,2,88,135,4,-12,3
107159,pseudo1,152.7205357,-29.07037826,0,NA,1329,2,75,1158,144,29,1070,2,89,182,46,-9,2
107160,pseudo1,152.7924814,-28.93368131,0,NA,1279,4,80,1218,144,19,1110,5,89,174,46,1,9
107161,pseudo1,153.1854851,-29.86987556,0,NA,1419,3,77,1288,162,4,1129,2,89,187,73,1,5
107162,pseudo1,152.8140651,-28.88601724,0,NA,1139,4,75,1128,126,21,1049,2,92,182,46,12,9
107163,pseudo1,152.4543363,-31.24403965,0,NA,1359,1,94,1782,234,51,1080,2,73,156,28,-28,2
107164,pseudo1,152.4660275,-32.44463458,0,NA,1429,1,81,1346,276,9,1289,1,86,169,52,0,5
107165,pseudo1,152.6701736,-31.8133105,0,NA,1979,3,86,1412,234,2,1129,3,86,175,50,-1,9
107166,pseudo1,152.4066723,-32.07771118,0,NA,1219,4,79,1122,198,15,1070,2,85,168,42,9,9
107167,pseudo1,153.3563563,-28.84914504,0,NA,1489,4,87,1650,228,7,1169,4,88,184,60,-7,9
107168,pseudo1,152.1548621,-29.28441691,0,NA,1239,1,87,1260,192,39,1049,2,89,137,6,-2,3
107169,pseudo1,152.4012763,-29.78264132,0,NA,1089,3,86,1238,168,63,1009,2,86,164,31,22,3
107170,pseudo1,151.4443977,-32.51927831,0,NA,1249,3,66,944,162,38,1070,2,89,168,46,3,9
107171,pseudo1,152.7268309,-28.84824572,0,NA,1259,3,82,1168,138,27,1049,2,83,180,45,6,2
107172,pseudo1,151.6467451,-32.43384271,0,NA,1209,2,79,1080,174,56,939,2,79,162,46,-3,3
107173,pseudo1,152.4192628,-29.68461522,0,NA,1109,1,87,1396,186,61,930,2,88,163,30,36,3
107174,pseudo1,152.5271814,-29.75206437,0,NA,1309,3,84,1198,156,48,1059,2,90,170,43,-4,3
107175,pseudo1,152.2699753,-32.58582814,0,NA,1629,1,78,1308,276,2,1110,4,85,171,55,0,5
107176,pseudo1,151.685416,-32.47071492,0,NA,1289,4,68,978,168,25,1049,5,85,170,43,2,9
107177,pseudo1,151.8598845,-31.18468439,0,NA,1289,4,78,876,144,21,1070,2,90,118,-4,-2,9
107178,pseudo1,152.9471648,-28.38149757,0,NA,1339,3,89,1468,174,66,1059,5,86,169,48,-23,1
107179,pseudo1,153.4489865,-28.30865249,0,NA,1419,4,90,1754,228,1,1159,4,89,200,83,0,9
107180,pseudo1,152.4939065,-30.7566071,0,NA,1129,4,85,1302,180,35,1059,2,87,182,68,10,9
107181,pseudo1,152.0235611,-30.63789659,0,NA,1249,1,68,736,114,141,779,2,70,149,0,-20,3
107182,pseudo1,151.7150936,-30.2143159,0,NA,1459,4,73,852,174,10,1059,5,92,114,-1,-2,9
107183,pseudo1,152.7124418,-29.30600064,0,NA,1299,4,70,1114,156,14,1110,2,89,186,52,-6,9
107184,pseudo1,152.6270062,-31.35735422,0,NA,1779,3,89,1306,192,22,1120,2,87,177,61,-11,2
107185,pseudo1,152.0964062,-32.64338475,0,NA,1439,3,78,1300,288,13,1120,2,85,170,57,-3,3
107186,pseudo1,152.6917573,-29.70529963,0,NA,1809,4,64,1040,126,8,1070,2,91,188,61,-7,3
107187,pseudo1,151.6341546,-31.73596881,0,NA,1159,4,76,836,126,59,899,2,72,159,27,-8,9
107188,pseudo1,152.4210614,-30.19093353,0,NA,1299,3,90,1218,174,29,1120,2,88,117,2,-12,3
107189,pseudo1,151.0657831,-31.20357015,0,NA,1349,4,45,712,150,8,1000,3,91,161,14,2,9
107190,pseudo1,152.6045231,-31.19457693,0,NA,1089,2,91,1562,204,83,1039,2,92,173,66,44,3
107191,pseudo1,151.6737248,-31.03629625,0,NA,1339,4,61,728,150,28,990,4,92,120,-5,-11,9
107192,pseudo1,152.190835,-30.16575251,0,NA,1109,2,76,730,96,120,800,2,89,143,-7,6,3
107193,pseudo1,151.7780461,-30.5893332,0,NA,1419,4,65,814,144,18,980,1,92,127,-19,-2,9
107194,pseudo1,152.1710499,-30.15226268,0,NA,1119,2,43,644,90,121,879,2,96,153,8,-1,3
107195,pseudo1,151.8338041,-30.13427624,0,NA,1499,4,75,868,168,11,990,1,91,115,0,-3,9
107196,pseudo1,151.3787472,-31.55520507,0,NA,1139,1,73,778,168,118,870,2,74,138,-9,19,3
107197,pseudo1,152.3203373,-28.92288945,0,NA,1289,2,85,1380,192,26,1049,2,90,156,27,-13,3
107198,pseudo1,152.2205126,-30.00117658,0,NA,1109,1,77,858,114,79,790,2,73,149,0,13,3
107199,pseudo1,152.8338502,-29.57579725,0,NA,1189,3,66,1008,138,8,1049,4,90,191,64,-6,3
107200,pseudo1,151.2870163,-30.84384134,0,NA,1349,4,64,828,174,26,990,2,89,125,-21,-1,7
107201,pseudo1,152.3230353,-32.31333356,0,NA,1229,4,84,1368,240,16,1100,2,85,168,51,-1,9
107202,pseudo1,152.7034485,-30.13337692,0,NA,2229,3,82,1208,168,35,1100,2,88,167,45,-21,2
107203,pseudo1,151.5918865,-31.06777253,0,NA,1329,4,67,804,174,11,1019,2,89,119,-5,5,9
107204,pseudo1,152.6180129,-29.17469962,0,NA,1419,4,74,1086,150,27,1019,2,85,186,47,-10,9
107205,pseudo1,152.5307787,-30.31324133,0,NA,1129,2,93,1504,204,83,949,2,76,129,0,7,3
107206,pseudo1,151.9183404,-31.40681694,0,NA,1289,3,85,1058,138,88,990,2,82,150,8,-9,2
107207,pseudo1,152.5820401,-31.6298488,0,NA,1539,3,91,1492,216,20,1159,2,87,174,53,-5,9
107208,pseudo1,152.3805919,-31.27371727,0,NA,1219,3,94,1910,240,48,1090,2,78,141,-4,-5,2
107209,pseudo1,152.296955,-32.10828813,0,NA,2009,4,75,1044,174,3,1100,2,87,170,41,-2,9
107210,pseudo1,151.7474692,-32.57863356,0,NA,1629,3,71,1042,198,10,1059,2,85,174,48,-6,3
107211,pseudo1,152.1935329,-31.96619525,0,NA,1249,3,84,1164,174,57,1009,2,85,167,57,-5,2
107212,pseudo1,151.9327295,-31.42480338,0,NA,1129,3,83,1062,138,56,1039,2,92,147,4,18,3
107213,pseudo1,152.6036238,-30.58033998,0,NA,1299,2,95,2150,306,108,1009,2,71,172,55,-14,2
107214,pseudo1,153.1342238,-28.84644707,0,NA,1279,4,80,1186,144,15,1100,4,88,195,66,0,9
107215,pseudo1,152.3158407,-30.77549286,0,NA,1869,4,80,1052,150,12,1049,2,86,182,58,-1,9
107216,pseudo1,152.6647777,-30.2143159,0,NA,1219,3,85,1340,192,14,1100,2,91,149,1,1,1
107217,pseudo1,151.3562641,-32.12177796,0,NA,1479,1,84,1230,228,53,1049,2,86,151,15,-19,2
107218,pseudo1,153.5560058,-28.37340368,0,NA,1399,4,89,1698,222,12,1159,2,88,199,86,-7,9
107219,pseudo1,151.2033794,-32.39966848,0,NA,1189,4,62,838,156,26,970,2,87,172,34,4,9
107220,pseudo1,152.3985784,-32.42844678,0,NA,1312,4,81,1374,264,0,1129,2,86,169,50,0,9
107221,pseudo1,151.9300316,-29.65403827,0,NA,1289,4,79,936,168,28,959,1,87,123,3,-2,9
107222,pseudo1,152.693556,-31.83129694,0,NA,1039,1,87,1404,240,1,1309,1,86,175,51,0,5
107223,pseudo1,152.9633526,-30.35371082,0,NA,1269,2,94,2368,300,87,1070,3,76,166,49,-4,2
107224,pseudo1,153.3203835,-28.39318876,0,NA,1689,3,89,1586,186,26,1110,2,92,196,72,-18,2
107225,pseudo1,151.6737248,-31.30249558,0,NA,1799,4,87,1068,216,18,1120,4,90,107,-6,-15,9
107226,pseudo1,152.0991041,-30.22151048,0,NA,1319,4,71,850,132,18,1000,1,91,124,1,4,9
107227,pseudo1,152.6449926,-31.38523321,0,NA,1339,4,87,1266,198,9,1100,2,88,177,53,3,9
107228,pseudo1,150.9497705,-31.85917593,0,NA,2359,4,49,682,150,46,1009,5,90,163,28,-10,9
107229,pseudo1,152.2978543,-31.63614406,0,NA,1259,4,94,1718,252,45,1029,2,76,147,11,-1,9
107230,pseudo1,151.8275089,-30.21701387,0,NA,1429,4,74,844,162,8,980,1,92,113,-1,1,9
107231,pseudo1,151.8796695,-31.59477524,0,NA,1099,4,80,1028,132,37,990,2,82,167,47,24,9
107232,pseudo1,151.9291323,-31.77823694,0,NA,1349,3,81,1058,138,49,1070,2,84,174,62,-18,2
107233,pseudo1,152.2232106,-32.31872949,0,NA,1359,3,84,1422,246,42,1049,2,83,168,62,-30,2
107234,pseudo1,152.4750207,-31.37174338,0,NA,1269,4,91,1354,168,36,1049,2,86,176,67,-12,9
107235,pseudo1,153.2934038,-28.77090402,0,NA,1189,3,81,1264,162,30,1120,4,89,189,63,6,7
107236,pseudo1,152.6458919,-29.58029386,0,NA,1299,3,71,1108,132,22,1039,2,88,188,57,-3,3
107237,pseudo1,152.1080973,-30.64509116,0,NA,1209,1,68,966,144,155,910,2,97,149,1,-26,4
107238,pseudo1,152.7798909,-31.136121,0,NA,1269,2,87,1366,204,15,1110,2,87,181,68,3,3
107239,pseudo1,152.905796,-31.12982575,0,NA,1289,3,86,1390,210,1,1129,3,87,182,61,0,5
107240,pseudo1,152.2474923,-28.66478402,0,NA,1709,4,54,828,120,22,1039,2,94,180,37,-19,9
107241,pseudo1,151.0531926,-32.09389898,0,NA,1769,4,60,776,174,25,1009,2,83,163,34,-15,9
107242,pseudo1,153.120734,-30.12528302,0,NA,1209,3,87,1672,204,27,1159,3,88,182,74,10,2
107243,pseudo1,152.5217855,-30.98593422,0,NA,1199,3,81,1140,144,28,1039,2,90,180,65,9,3
107244,pseudo1,151.9336289,-32.23868983,0,NA,1209,4,81,1236,198,15,1080,2,86,170,41,3,9
107245,pseudo1,152.7358241,-28.59643554,0,NA,1239,3,79,1246,144,32,1110,2,95,184,39,-5,2
107246,pseudo1,151.9714004,-30.05603522,0,NA,1709,4,72,894,150,18,1049,1,92,128,1,-5,9
107247,pseudo1,152.8482394,-28.52089249,0,NA,1529,3,84,1408,168,56,1059,5,96,174,47,-47,1
107248,pseudo1,152.8140651,-29.28711487,0,NA,1429,3,82,1240,168,35,1029,2,83,179,51,-11,3
107249,pseudo1,152.8437428,-31.03989354,0,NA,1419,4,82,1190,198,2,1100,3,88,183,59,0,9
107250,pseudo1,152.4426451,-31.61276169,0,NA,1329,4,95,1958,294,12,1179,4,85,141,1,4,9
107251,pseudo1,151.948018,-29.93372743,0,NA,1269,3,81,978,168,24,1039,1,89,122,2,7,6
107252,pseudo1,152.2322038,-30.42835455,0,NA,1339,1,90,1152,174,21,1080,1,91,101,-5,-1,6
107253,pseudo1,152.4435445,-31.27911321,0,NA,1119,3,94,1548,192,54,1039,2,86,171,60,11,2
107254,pseudo1,152.9543594,-29.19088742,0,NA,1569,3,70,1038,132,6,1090,2,90,192,63,-1,3
107255,pseudo1,151.3571634,-32.29264915,0,NA,1149,3,85,1130,198,73,980,2,79,144,6,10,2
107256,pseudo1,151.6287587,-32.77378645,0,NA,1619,4,65,918,180,9,1059,2,86,176,54,-17,9
107257,pseudo1,152.7861862,-29.13063284,0,NA,1459,4,71,1078,132,14,1090,4,93,188,51,-2,9
107258,pseudo1,152.271774,-30.63250066,0,NA,1169,1,91,1462,216,55,1049,2,89,129,-15,1,2
107259,pseudo1,152.7735957,-30.15406133,0,NA,1449,3,86,1410,216,18,1110,2,88,155,21,-3,2
107260,pseudo1,151.0127231,-31.68380813,0,NA,1409,3,65,918,216,73,1000,5,91,130,-17,-23,3
107261,pseudo1,152.5667516,-29.23945081,0,NA,1289,4,69,1124,162,32,959,2,90,187,47,-2,9
107262,pseudo1,152.2205126,-30.50929353,0,NA,1869,3,89,1142,174,10,1090,1,89,123,0,-6,3
107263,pseudo1,151.9570112,-29.47327454,0,NA,1189,3,74,948,168,24,1039,1,92,128,5,7,3
107264,pseudo1,151.6764228,-32.77378645,0,NA,1419,4,66,956,186,2,1059,3,85,177,54,1,9
107265,pseudo1,151.5846919,-30.6504871,0,NA,1439,4,62,754,150,8,959,2,91,125,-7,-2,9
107266,pseudo1,152.5766441,-29.17559894,0,NA,1079,4,65,1048,144,22,1039,2,94,185,46,39,9
107267,pseudo1,151.2384529,-30.99672608,0,NA,1389,4,54,738,156,23,939,2,85,150,-2,-4,7
107268,pseudo1,152.5325773,-30.23140302,0,NA,1269,3,85,1240,156,18,1110,2,88,138,-6,3,3
107269,pseudo1,152.4111689,-30.9076932,0,NA,1399,3,87,1226,162,38,1110,2,87,175,62,-28,3
107270,pseudo1,152.4723228,-32.38168203,0,NA,1149,4,80,1314,264,20,1110,2,86,171,52,-3,9
107271,pseudo1,152.6279055,-28.51279859,0,NA,1309,3,82,1312,174,51,1019,2,92,165,48,-4,2
107272,pseudo1,153.4912546,-28.56046266,0,NA,1439,4,91,1862,246,8,1200,2,88,198,82,-2,9
107273,pseudo1,153.1665994,-28.8149708,0,NA,1439,4,79,1264,150,27,1070,5,94,185,52,-1,9
107274,pseudo1,153.0730699,-29.32308776,0,NA,1369,3,78,1234,162,13,1080,2,91,186,61,-5,3
107275,pseudo1,152.4057729,-30.74761388,0,NA,1209,4,80,1146,156,12,1080,2,89,182,63,6,9
107276,pseudo1,153.1450157,-29.64954166,0,NA,1229,3,81,1318,204,31,1100,1,88,187,71,5,3
107277,pseudo1,152.7987767,-31.66582169,0,NA,1312,4,87,1502,252,1,1139,2,86,177,54,0,9
107278,pseudo1,151.8562872,-31.64064067,0,NA,1189,1,93,1360,198,50,1059,4,77,135,-11,2,2
107279,pseudo1,151.0433,-31.85917593,0,NA,1209,4,45,636,138,27,1009,2,91,162,28,2,9
107280,pseudo1,151.5145448,-32.6370895,0,NA,1299,4,72,992,174,37,980,2,82,167,46,-10,9
107281,pseudo1,151.7600597,-30.54796438,0,NA,1269,3,64,810,150,13,1029,2,91,127,-13,7,7
107282,pseudo1,152.0235611,-31.16939592,0,NA,1479,4,73,842,108,43,970,2,89,127,-22,-26,9
107283,pseudo1,151.4192167,-30.96974642,0,NA,1169,4,61,768,162,34,1000,2,90,123,-10,13,9
107284,pseudo1,151.1467221,-30.90229727,0,NA,1449,4,58,834,180,19,990,1,91,132,-21,-7,9
107285,pseudo1,152.5577584,-29.43280505,0,NA,1119,3,75,1398,186,110,949,2,99,175,46,-4,3
107286,pseudo1,152.7403207,-28.96875487,0,NA,1439,3,79,1210,144,30,1120,5,89,179,47,-17,2
107287,pseudo1,151.1692051,-32.37178949,0,NA,1319,4,57,792,144,9,980,2,85,171,36,5,9
107288,pseudo1,151.68002,-32.26387085,0,NA,1499,4,82,1270,180,33,1059,2,83,170,45,-32,7
107289,pseudo1,152.6189123,-31.22605321,0,NA,1239,2,89,1438,186,60,1049,2,88,177,69,0,3
107290,pseudo1,151.8374014,-30.55605828,0,NA,1349,4,63,788,138,13,1039,2,91,127,-13,-6,9
107291,pseudo1,152.2070228,-30.17204777,0,NA,1319,3,64,846,120,32,990,2,94,131,-5,8,3
107292,pseudo1,150.9785488,-31.89694745,0,NA,1399,4,46,652,138,22,1000,5,90,165,34,1,9
107293,pseudo1,152.7619045,-29.55421352,0,NA,1339,3,69,1094,144,23,1059,1,91,188,60,-2,7
107294,pseudo1,152.3554109,-29.09825724,0,NA,1189,4,62,940,132,33,980,2,90,179,42,9,9
107295,pseudo1,152.2079221,-29.92833149,0,NA,1619,1,80,1040,144,15,1080,2,90,134,-3,-5,3
107296,pseudo1,152.2789685,-29.42561047,0,NA,1179,1,91,1850,258,78,1019,2,92,139,4,4,2
107297,pseudo1,152.7843875,-31.57858745,0,NA,1359,3,89,1538,258,18,1129,2,88,176,56,-6,2
107298,pseudo1,151.7906367,-31.42929999,0,NA,1209,3,93,1216,210,96,990,2,70,121,-11,16,2
107299,pseudo1,153.4912546,-28.82126605,0,NA,1489,4,85,1654,264,30,1129,5,88,196,79,-6,9
107300,pseudo1,152.160258,-31.38972982,0,NA,1759,1,92,1290,168,57,1039,2,90,162,38,-24,2
107301,pseudo1,151.7555631,-32.32502475,0,NA,1389,4,78,1194,186,38,1070,2,83,169,44,-3,9
107302,pseudo1,151.0361055,-31.57049355,0,NA,1379,4,71,984,234,68,990,5,83,124,-25,-8,9
107303,pseudo1,151.738476,-32.81065865,0,NA,1419,3,70,1034,210,3,1250,1,86,175,62,1,5
107304,pseudo1,151.3382777,-31.45717897,0,NA,1099,1,73,998,240,87,970,2,85,121,-18,-4,3
107305,pseudo1,152.3689007,-32.29624644,0,NA,1559,3,84,1340,240,26,1070,2,82,167,47,-7,2
107306,pseudo1,152.5235841,-30.66487625,0,NA,1129,1,89,1512,222,49,1090,2,83,177,64,19,2
107307,pseudo1,152.6710729,-28.40757791,0,NA,1189,3,80,1170,156,25,1039,2,91,168,45,12,9
107308,pseudo1,151.5388265,-31.34746168,0,NA,1559,4,87,1154,252,13,1080,4,88,110,-6,-4,9
107309,pseudo1,152.690858,-31.52732609,0,NA,1709,3,90,1434,228,18,1110,2,83,176,54,-14,2
107310,pseudo1,151.7087984,-30.89510269,0,NA,1329,4,63,760,150,9,1009,2,90,122,-5,-1,9
107311,pseudo1,152.8068706,-30.81866032,0,NA,1269,3,82,1238,186,14,1139,2,90,183,64,-4,7
107312,pseudo1,151.1287356,-31.04708812,0,NA,1289,4,46,720,156,39,1029,2,95,151,-1,-14,9
107313,pseudo1,153.4948519,-28.64409961,0,NA,1199,4,91,1862,264,29,1200,4,88,188,67,11,9
107314,pseudo1,151.707899,-31.69819728,0,NA,1329,2,83,884,120,84,899,2,77,167,46,-20,2
107315,pseudo1,152.6584824,-28.62521385,0,NA,1189,4,75,1160,138,33,1039,2,92,177,44,23,9
107316,pseudo1,153.3167862,-28.67647521,0,NA,1389,4,87,1590,198,19,1129,5,89,184,58,-8,9
107317,pseudo1,152.7780923,-31.35375694,0,NA,1429,3,86,1308,216,6,1129,2,87,179,55,-2,5
107318,pseudo1,151.2438489,-31.94281288,0,NA,1239,4,60,768,174,30,899,3,91,147,5,-3,9
107319,pseudo1,153.1845858,-28.69715961,0,NA,1599,4,84,1368,156,16,1100,5,91,197,69,0,9
107320,pseudo1,152.1638553,-28.79788368,0,NA,1149,1,62,956,150,74,970,1,97,151,21,32,3
107321,pseudo1,151.9947828,-31.79892135,0,NA,1129,4,77,1058,138,49,1029,2,88,173,54,17,9
107322,pseudo1,152.8482394,-29.52813318,0,NA,1589,3,74,1120,156,18,1059,1,88,189,63,-6,3
107323,pseudo1,152.7268309,-28.84554775,0,NA,1179,3,79,1184,138,24,1070,2,87,178,46,15,2
107324,pseudo1,152.2564855,-31.16939592,0,NA,1179,1,94,1648,210,28,1129,2,87,123,-5,-2,6
107325,pseudo1,152.9480641,-28.95886233,0,NA,1099,4,66,960,114,3,1059,5,90,195,62,-1,9
107326,pseudo1,151.417418,-31.32228066,0,NA,1459,4,78,1002,234,17,1029,1,89,117,-7,-5,9
107327,pseudo1,151.336479,-31.18738236,0,NA,1469,3,63,830,198,37,1019,2,92,124,-31,-22,7
107328,pseudo1,151.4228139,-32.28275661,0,NA,1669,3,70,1050,162,40,1049,2,90,168,50,-22,7
107329,pseudo1,151.6620336,-30.64778913,0,NA,1299,4,61,760,150,10,949,2,90,126,-11,7,9
107330,pseudo1,152.9183865,-29.12343826,0,NA,1729,4,68,1010,126,8,1070,2,90,192,61,-2,9
107331,pseudo1,152.0973055,-29.93822404,0,NA,1789,1,71,934,138,29,1039,2,93,134,-6,-16,3
107332,pseudo1,152.3302299,-29.35096674,0,NA,1339,1,93,1724,234,35,1070,2,86,139,7,-6,1
107333,pseudo1,152.8284543,-31.0138132,0,NA,1469,3,82,1192,198,5,1090,2,88,182,60,-3,3
107334,pseudo1,153.2160621,-29.7124942,0,NA,1289,3,81,1394,210,9,1110,2,87,187,72,2,3
107335,pseudo1,153.0829624,-28.55686537,0,NA,1169,4,88,1642,186,36,1110,4,90,170,52,9,9
107336,pseudo1,153.2817126,-28.8599369,0,NA,1349,4,83,1456,198,15,1139,4,89,193,69,0,9
107337,pseudo1,151.8311061,-30.87172032,0,NA,1259,4,78,912,156,14,1070,2,90,121,-3,5,9
107338,pseudo1,152.9210845,-28.58744232,0,NA,1799,4,78,1158,138,21,1080,5,92,188,47,-14,9
107339,pseudo1,151.1305343,-30.98953151,0,NA,1119,4,61,780,174,41,990,2,86,133,-20,11,7
107340,pseudo1,152.6018251,-29.02091555,0,NA,1239,4,67,1028,126,13,1059,4,90,189,47,0,9
107341,pseudo1,151.3490695,-32.32502475,0,NA,1339,4,77,1080,186,57,1009,2,87,153,22,-16,9
107342,pseudo1,151.0316088,-31.3033949,0,NA,1239,4,42,638,144,22,1000,3,92,147,-3,1,9
107343,pseudo1,152.0946075,-30.01916302,0,NA,1119,3,58,812,120,61,899,1,96,138,-8,25,3
107344,pseudo1,152.3760953,-28.59193893,0,NA,1299,4,78,1084,150,31,1090,4,89,163,41,-7,9
107345,pseudo1,152.668375,-29.52183793,0,NA,1249,4,69,1106,138,9,1080,2,89,189,58,6,9
107346,pseudo1,150.9533678,-32.33401797,0,NA,1339,3,43,604,114,32,970,2,88,171,40,-9,3
107347,pseudo1,153.1171367,-28.48222164,0,NA,1269,1,95,2202,246,113,1049,4,67,163,55,-4,1
107348,pseudo1,152.1188892,-31.05787998,0,NA,1489,2,54,710,96,74,889,2,94,161,28,-11,4
107349,pseudo1,151.9237363,-31.59207728,0,NA,1209,2,90,1116,144,85,939,2,74,156,24,-8,3
107350,pseudo1,152.9660506,-28.65039487,0,NA,1549,4,80,1134,138,9,1070,5,90,195,60,0,9
107351,pseudo1,151.5954838,-32.06781864,0,NA,1199,2,95,2164,420,20,1200,2,84,105,-8,8,2
107352,pseudo1,153.2322499,-28.76640741,0,NA,1439,4,80,1252,156,5,1090,5,90,198,73,0,9
107353,pseudo1,153.0820631,-28.53528164,0,NA,1269,4,88,1572,174,54,1080,5,87,184,48,-28,9
107354,pseudo1,152.4849133,-31.45897762,0,NA,1089,3,92,1332,180,50,1059,2,88,175,68,31,2
107355,pseudo1,152.8140651,-28.35541723,0,NA,1259,1,89,1430,186,68,1019,2,85,161,52,-1,1
107356,pseudo1,151.3787472,-31.21526134,0,NA,1399,3,71,924,222,16,1029,2,89,117,-7,-4,3
107357,pseudo1,152.4687255,-30.39687828,0,NA,1199,4,95,2030,312,70,1149,4,68,107,-1,23,9
107358,pseudo1,152.9957282,-28.82036673,0,NA,1499,4,70,978,120,8,1059,5,91,197,64,-2,9
107359,pseudo1,151.6692282,-31.25483151,0,NA,1289,4,85,990,204,21,1039,4,88,103,-8,2,9
107360,pseudo1,151.7114963,-32.48780204,0,NA,1229,4,69,962,174,21,1029,5,86,171,42,8,9
107361,pseudo1,152.3895851,-29.92383488,0,NA,1159,3,83,1168,150,53,980,2,83,152,4,8,3
107362,pseudo1,151.2258624,-31.50664168,0,NA,1319,3,89,1344,318,40,1070,4,88,105,-8,3,2
107363,pseudo1,152.7457167,-29.6144681,0,NA,1349,3,71,1032,132,50,1029,2,86,188,61,-14,3
107364,pseudo1,153.1818879,-28.26458571,0,NA,1069,3,93,2048,228,98,1090,4,82,163,60,27,1
107365,pseudo1,151.8311061,-30.60552099,0,NA,1179,3,66,818,144,21,959,1,91,127,-6,7,3
107366,pseudo1,151.8266095,-30.75750642,0,NA,1269,4,69,840,138,18,990,1,90,126,-8,1,9
107367,pseudo1,152.2259085,-29.7205881,0,NA,1349,2,86,1120,162,79,939,1,83,165,29,-7,3
107368,pseudo1,152.4579336,-31.87716237,0,NA,1419,3,81,1150,186,3,1110,2,87,173,44,0,9
107369,pseudo1,152.269076,-31.60286914,0,NA,1189,4,93,1400,204,23,1120,2,86,148,12,8,9
107370,pseudo1,152.5082956,-30.09740404,0,NA,1139,2,84,1212,144,41,1009,2,85,145,-4,9,3
107371,pseudo1,152.5190875,-29.67382335,0,NA,1269,1,86,1166,132,93,930,2,83,184,55,-10,3
107372,pseudo1,152.3671021,-30.9319749,0,NA,1089,2,87,1286,168,91,1019,2,89,154,17,13,3
107373,pseudo1,151.7348787,-32.42664814,0,NA,1259,4,67,988,174,6,1070,2,86,171,42,4,9
107374,pseudo1,152.0253597,-30.7772915,0,NA,1149,1,69,758,108,118,910,2,80,152,8,5,3
107375,pseudo1,152.587436,-28.82846063,0,NA,1349,4,69,1044,126,23,1059,2,91,184,39,-12,9
107376,pseudo1,151.6926106,-31.02640371,0,NA,2039,4,60,714,144,12,1009,2,91,123,-8,-6,9
107377,pseudo1,151.6728255,-32.70453865,0,NA,1439,4,65,942,180,2,1049,4,86,177,51,0,9
107378,pseudo1,151.3859417,-31.95270542,0,NA,1199,3,94,1644,354,55,1110,5,85,96,-12,5,2
107379,pseudo1,153.1944784,-29.42381183,0,NA,1312,4,78,1284,180,21,1100,2,89,191,73,-6,9
107380,pseudo1,152.6306034,-29.66842742,0,NA,1139,3,69,1126,132,24,1039,2,91,184,56,18,3
107381,pseudo1,151.6107722,-32.56694238,0,NA,1309,4,65,942,174,9,1019,2,86,177,45,-4,9
107382,pseudo1,153.0811638,-28.44534944,0,NA,1489,3,92,1724,192,43,1070,5,86,181,52,-11,1
107383,pseudo1,151.2204665,-31.09745015,0,NA,1279,3,60,840,192,52,959,2,90,138,-13,-14,3
107384,pseudo1,152.9102926,-28.90400368,0,NA,1229,4,68,980,114,12,1070,1,93,193,59,5,9
107385,pseudo1,151.4722767,-31.3807366,0,NA,1209,4,84,1088,246,15,1059,4,88,107,-7,6,9
107386,pseudo1,152.8653265,-29.622562,0,NA,1489,4,61,974,138,6,1049,2,92,190,65,-1,9
107387,pseudo1,151.7546638,-30.18194031,0,NA,1329,4,76,866,168,10,990,5,89,111,-2,5,9
107388,pseudo1,152.1575601,-31.05068541,0,NA,1749,3,89,1096,144,43,1059,2,88,126,-19,-40,3
