"siteid","spid","x","y","occ","group","sabio1","sabio2","sabio4","sabio5","sabio6","sabio7","sabio8","sabio12","sabio15","sabio17","sabio18"
107301,"pseudo1",-63.7746125435,-21.8665856406,0,NA,212,133,3605,314,70,244,241,1200,70,15,512
107302,"pseudo1",-56.4996125435,-15.2665856406,0,NA,248,104,1559,314,152,162,263,1436,51,82,524
107303,"pseudo1",-53.5162792102,-31.7832523073,0,NA,175,112,3753,288,71,217,136,1366,12,261,327
107304,"pseudo1",-47.0496125435,-14.3665856406,0,NA,259,95,829,325,187,138,259,1596,72,11,182
107305,"pseudo1",-67.8912792102,-21.5832523073,0,NA,34,146,3286,142,-94,236,64,76,142,0,47
107306,"pseudo1",-37.5662792102,-8.94158564062,0,NA,229,92,1869,300,159,141,234,656,47,46,209
107307,"pseudo1",-76.2329458769,6.45841435938,0,NA,174,101,298,235,117,118,170,2989,30,403,592
107308,"pseudo1",-74.2162792102,-13.5165856406,0,NA,103,173,1166,209,-16,225,109,865,77,24,177
107309,"pseudo1",-71.6412792102,-14.9332523073,0,NA,46,184,2017,162,-107,269,63,1109,80,18,516
107310,"pseudo1",-53.6662792102,-10.224918974,0,NA,250,148,606,363,143,220,247,2836,65,28,664
107311,"pseudo1",-46.5579458769,-9.75825230729,0,NA,253,125,597,340,168,172,250,1541,70,6,137
107312,"pseudo1",-47.1829458769,-11.249918974,0,NA,252,128,663,342,160,182,250,1796,71,11,167
107313,"pseudo1",-69.7996125435,2.33341435938,0,NA,261,95,609,328,208,120,253,3255,40,391,395
107314,"pseudo1",-46.6996125435,-16.324918974,0,NA,232,132,1407,311,123,188,240,1502,74,17,531
107315,"pseudo1",-74.9162792102,2.58341435938,0,NA,187,97,300,241,132,109,186,1753,30,294,338
107316,"pseudo1",-72.5829458769,1.96674769271,0,NA,274,93,1022,343,212,131,267,2505,52,201,201
107317,"pseudo1",-56.8496125435,-13.5665856406,0,NA,256,141,880,342,150,192,256,2278,71,35,434
107318,"pseudo1",-54.6662792102,-18.3332523073,0,NA,256,124,1747,339,150,189,266,1721,57,87,348
107319,"pseudo1",-63.0162792102,1.76674769271,0,NA,266,103,433,325,208,117,260,1840,51,183,256
107320,"pseudo1",-78.6662792102,0.916747692714,0,NA,248,91,353,300,198,102,253,3135,25,476,966
107321,"pseudo1",-59.4329458769,-17.1665856406,0,NA,255,117,2123,332,156,176,273,1951,50,173,674
107322,"pseudo1",-76.3912792102,-3.55825230729,0,NA,259,92,422,315,204,111,255,2217,10,449,499
107323,"pseudo1",-57.6662792102,0.558414359381,0,NA,266,100,613,338,212,126,261,2507,50,269,269
107324,"pseudo1",-62.7412792102,-12.149918974,0,NA,245,129,516,336,156,180,247,1909,59,53,240
107325,"pseudo1",-76.9246125435,-0.291585640619,0,NA,247,97,477,305,192,113,243,3744,16,751,894
107326,"pseudo1",-74.2912792102,-13.3165856406,0,NA,87,165,1098,190,-28,218,92,822,73,28,183
107327,"pseudo1",-73.5912792102,-12.2832523073,0,NA,134,137,689,216,41,175,128,2212,43,183,489
107328,"pseudo1",-64.4829458769,-21.4415856406,0,NA,146,153,3284,250,-7,257,179,908,79,14,433
107329,"pseudo1",-58.7829458769,-8.85825230729,0,NA,254,119,514,342,155,187,254,2518,60,74,453
107330,"pseudo1",-69.4579458769,-1.33325230729,0,NA,256,85,391,304,207,97,256,3650,19,609,797
107331,"pseudo1",-51.6412792102,-5.58325230729,0,NA,248,111,338,316,181,135,245,2070,55,103,226
107332,"pseudo1",-77.2996125435,-2.60825230729,0,NA,253,100,532,314,198,116,252,3143,12,625,717
107333,"pseudo1",-48.1662792102,-11.024918974,0,NA,264,126,631,357,167,190,264,1836,69,13,192
107334,"pseudo1",-44.7329458769,-4.47491897395,0,NA,272,103,696,341,207,134,268,1833,79,43,56
107335,"pseudo1",-59.8746125435,3.57508102605,0,NA,274,94,542,333,221,112,267,1360,90,58,166
107336,"pseudo1",-50.1412792102,0.450081026047,0,NA,269,73,644,326,230,96,262,3124,63,76,76
107337,"pseudo1",-47.6829458769,-10.074918974,0,NA,260,121,569,345,172,173,257,1843,68,10,183
107338,"pseudo1",-72.1329458769,3.12508102605,0,NA,272,92,1064,347,217,130,258,2201,59,145,151
107339,"pseudo1",-67.2829458769,-10.8582523073,0,NA,263,107,824,332,181,151,266,2369,48,162,495
107340,"pseudo1",-52.7829458769,-0.708252307286,0,NA,268,88,690,330,221,109,263,2407,45,177,209
107341,"pseudo1",-43.1496125435,-21.8582523073,0,NA,205,112,2312,287,104,183,228,1824,67,68,681
107342,"pseudo1",-38.9496125435,-13.1582523073,0,NA,245,65,1272,297,195,102,239,1936,30,331,379
107343,"pseudo1",-64.7662792102,-5.96658564062,0,NA,266,95,276,327,207,120,265,3165,39,277,618
107344,"pseudo1",-68.0162792102,3.06674769271,0,NA,267,107,568,336,210,126,259,3205,47,335,342
107345,"pseudo1",-73.4662792102,-3.52491897395,0,NA,264,101,418,321,203,118,262,3255,12,627,771
107346,"pseudo1",-50.0496125435,-21.949918974,0,NA,214,128,2582,298,99,199,240,1424,57,91,570
107347,"pseudo1",-74.5746125435,4.90008102605,0,NA,178,92,263,229,125,104,176,1596,41,204,485
107348,"pseudo1",-67.2912792102,-11.3332523073,0,NA,262,110,935,336,176,160,267,2034,50,137,437
107349,"pseudo1",-53.8996125435,-15.4415856406,0,NA,220,140,1730,310,101,209,230,2148,69,24,721
107350,"pseudo1",-73.1329458769,2.25841435938,0,NA,272,96,950,342,209,133,265,2405,52,179,179
107351,"pseudo1",-60.6412792102,-19.374918974,0,NA,252,137,2648,347,133,214,270,675,51,37,235
107352,"pseudo1",-56.5246125435,1.16674769271,0,NA,261,105,670,340,207,133,256,2297,53,224,224
107353,"pseudo1",-76.6996125435,3.90008102605,0,NA,217,90,235,267,169,98,214,2668,27,417,505
107354,"pseudo1",-40.1829458769,-14.3832523073,0,NA,200,81,1349,257,134,123,209,866,40,100,249
107355,"pseudo1",-73.6496125435,7.98341435938,0,NA,283,105,363,344,221,123,281,1987,60,106,555
107356,"pseudo1",-68.4412792102,-12.4915856406,0,NA,257,114,1101,333,172,161,264,1987,52,128,565
107357,"pseudo1",-57.9912792102,-7.71658564062,0,NA,262,113,450,348,167,181,260,2814,55,101,539
107358,"pseudo1",-79.3496125435,0.741747692714,0,NA,250,78,478,299,205,94,254,2175,50,203,784
107359,"pseudo1",-69.5079458769,-12.7915856406,0,NA,252,108,973,320,176,144,258,3809,45,358,1019
107360,"pseudo1",-53.1412792102,-24.7915856406,0,NA,197,126,2993,294,87,207,229,1935,26,337,561
107361,"pseudo1",-59.4912792102,-5.51658564062,0,NA,268,93,358,330,205,125,264,2567,39,247,471
107362,"pseudo1",-44.0079458769,-14.7582523073,0,NA,244,128,1283,329,146,183,250,974,84,1,243
107363,"pseudo1",-61.0412792102,-3.98325230729,0,NA,270,85,435,325,224,101,265,2505,33,290,329
107364,"pseudo1",-75.2496125435,10.5667476927,0,NA,268,87,414,316,212,104,268,1085,77,12,291
107365,"pseudo1",-38.4746125435,-8.64991897395,0,NA,245,112,1725,321,163,158,256,544,78,13,263
107366,"pseudo1",-74.5662792102,-9.41658564062,0,NA,226,111,347,292,156,136,228,1978,37,216,553
107367,"pseudo1",-62.0829458769,-4.51658564062,0,NA,265,87,378,320,218,102,261,2769,33,317,424
107368,"pseudo1",-62.3829458769,-17.799918974,0,NA,248,134,1967,336,145,191,266,929,52,90,370
107369,"pseudo1",-66.4746125435,-15.5332523073,0,NA,247,104,1515,317,154,163,258,2473,47,216,796
107370,"pseudo1",-56.2496125435,-6.32491897395,0,NA,264,108,455,343,187,156,259,2493,51,112,347
107371,"pseudo1",-45.0912792102,-4.27491897395,0,NA,273,102,611,340,211,129,270,1822,78,43,98
107372,"pseudo1",-72.3662792102,-10.474918974,0,NA,246,108,433,317,176,141,246,2160,40,184,358
107373,"pseudo1",-50.3829458769,-23.3332523073,0,NA,208,125,2593,295,99,196,234,1490,32,197,488
107374,"pseudo1",-76.3246125435,-9.52491897395,0,NA,170,141,518,248,80,168,170,1138,43,94,338
107375,"pseudo1",-75.8579458769,0.683414359381,0,NA,253,93,589,311,200,111,249,4032,25,616,696
107376,"pseudo1",-48.5662792102,-11.1082523073,0,NA,266,124,622,356,171,185,266,1856,69,14,199
107377,"pseudo1",-55.9746125435,-29.9832523073,0,NA,190,119,4459,313,72,241,185,1659,11,320,384
107378,"pseudo1",-53.1662792102,-18.4165856406,0,NA,235,122,1471,314,139,175,244,1886,58,69,433
107379,"pseudo1",-60.9162792102,-3.00825230729,0,NA,270,84,475,326,224,102,266,2826,42,267,309
107380,"pseudo1",-56.1746125435,-4.24991897395,0,NA,271,97,505,333,214,119,267,2434,45,222,264
107381,"pseudo1",-53.6746125435,-27.2415856406,0,NA,209,124,3391,315,96,219,215,1929,8,409,449
107382,"pseudo1",-76.2746125435,5.66674769271,0,NA,251,99,304,308,199,109,247,5783,18,964,1099
107383,"pseudo1",-74.6162792102,-11.6165856406,0,NA,138,123,688,214,51,163,134,1427,46,126,308
107384,"pseudo1",-51.9662792102,0.125081026047,0,NA,264,84,629,325,221,104,259,2592,44,198,220
107385,"pseudo1",-61.6496125435,-13.774918974,0,NA,242,135,902,327,141,186,247,2341,71,42,484
107386,"pseudo1",-69.4412792102,-4.02491897395,0,NA,258,95,328,312,201,111,258,2830,25,394,575
107387,"pseudo1",-76.3079458769,-6.72491897395,0,NA,247,142,489,324,159,165,245,1294,22,215,284
107388,"pseudo1",-70.8579458769,-11.2832523073,0,NA,242,106,517,309,168,141,243,2803,39,252,807
107389,"pseudo1",-59.6162792102,-3.44991897395,0,NA,271,85,431,326,224,102,266,2340,36,237,278
107390,"pseudo1",-69.4162792102,-3.53325230729,0,NA,256,91,333,308,203,105,257,2797,21,419,683
107391,"pseudo1",-46.1912792102,-11.0832523073,0,NA,235,134,689,328,142,186,234,1489,72,2,130
107392,"pseudo1",-73.0912792102,-0.216585640619,0,NA,265,87,743,320,208,112,258,2885,37,353,418
107393,"pseudo1",-59.7162792102,-14.2915856406,0,NA,239,141,1116,324,128,196,245,1995,62,56,387
107394,"pseudo1",-66.1496125435,-18.0165856406,0,NA,128,175,2575,241,-29,270,146,793,95,3,203
107395,"pseudo1",-40.6662792102,-8.36658564062,0,NA,244,121,1239,320,158,162,249,610,80,8,132
107396,"pseudo1",-50.2162792102,-18.649918974,0,NA,250,123,1250,326,155,171,255,1794,68,37,400
107397,"pseudo1",-59.9662792102,-6.33325230729,0,NA,266,97,397,330,196,134,262,2605,44,169,653
107398,"pseudo1",-76.5996125435,7.00008102605,0,NA,265,101,356,327,208,119,262,3969,34,418,628
107399,"pseudo1",-40.4996125435,-3.18325230729,0,NA,276,115,751,351,208,143,269,1240,102,4,26
107400,"pseudo1",-53.0662792102,-6.44991897395,0,NA,248,119,367,321,173,148,243,2274,55,83,287
107401,"pseudo1",-49.2746125435,-21.799918974,0,NA,219,127,2425,302,106,196,243,1408,60,90,591
107402,"pseudo1",-68.0579458769,3.46674769271,0,NA,269,101,615,339,215,124,261,3084,51,284,286
107403,"pseudo1",-47.2496125435,-13.8582523073,0,NA,231,95,755,299,161,138,231,1799,73,13,200
107404,"pseudo1",-75.1246125435,10.275081026,0,NA,280,100,423,341,217,124,279,1214,63,45,253
107405,"pseudo1",-74.0662792102,-14.924918974,0,NA,61,164,1725,161,-59,220,78,597,95,9,343
107406,"pseudo1",-54.4829458769,-9.30825230729,0,NA,244,145,676,357,143,214,238,2870,62,35,382
107407,"pseudo1",-57.8496125435,-3.13325230729,0,NA,272,87,463,329,222,107,267,2428,39,270,270
107408,"pseudo1",-55.2996125435,-14.1582523073,0,NA,233,130,983,306,132,174,238,1938,64,38,771
107409,"pseudo1",-76.9246125435,-6.03325230729,0,NA,229,83,575,288,165,123,229,1657,22,249,423
107410,"pseudo1",-48.8829458769,-8.04991897395,0,NA,260,124,418,345,179,166,256,2126,59,46,111
107411,"pseudo1",-45.6579458769,-20.4915856406,0,NA,208,134,2200,289,87,202,224,1725,70,50,605
107412,"pseudo1",-37.5579458769,-9.23325230729,0,NA,245,90,1881,315,175,140,222,686,47,53,168
107413,"pseudo1",-44.4996125435,-9.27491897395,0,NA,265,123,770,354,186,168,260,1142,70,6,84
107414,"pseudo1",-64.9162792102,-8.66658564062,0,NA,262,103,531,328,191,137,261,2221,52,98,308
107415,"pseudo1",-46.9162792102,-16.8082523073,0,NA,230,129,1452,307,122,185,237,1504,64,43,535
107416,"pseudo1",-68.7996125435,1.45008102605,0,NA,258,101,464,319,203,116,255,3541,24,613,639
107417,"pseudo1",-76.0246125435,-0.866585640619,0,NA,250,95,505,305,194,111,247,3057,17,554,610
107418,"pseudo1",-71.5412792102,8.10260472031e-05,0,NA,263,88,601,318,208,110,256,3049,28,458,526
107419,"pseudo1",-60.5329458769,1.09174769271,0,NA,272,96,555,330,213,117,264,1978,64,168,246
107420,"pseudo1",-54.1829458769,-22.6415856406,0,NA,230,119,2166,315,130,185,243,1715,39,187,528
107421,"pseudo1",-71.6996125435,4.05008102605,0,NA,269,92,974,345,215,130,258,2070,64,79,107
107422,"pseudo1",-54.8412792102,-23.899918974,0,NA,220,117,3055,310,101,209,236,1747,23,259,490
107423,"pseudo1",-73.8329458769,-8.35825230729,0,NA,256,103,606,321,185,136,256,1916,37,185,529
107424,"pseudo1",-57.6996125435,-8.60825230729,0,NA,260,122,509,353,161,192,259,2729,58,76,346
107425,"pseudo1",-59.6912792102,-9.29991897395,0,NA,251,120,532,338,153,185,251,2425,62,57,280
107426,"pseudo1",-70.5496125435,-13.799918974,0,NA,38,124,1361,117,-61,178,47,3133,48,300,1032
107427,"pseudo1",-63.5079458769,-0.116585640619,0,NA,270,98,345,323,214,109,264,2512,35,382,382
107428,"pseudo1",-53.9079458769,-19.624918974,0,NA,236,115,1521,309,145,164,246,1770,53,102,374
107429,"pseudo1",-44.1829458769,-18.449918974,0,NA,231,124,1946,312,125,187,245,1396,78,14,508
107430,"pseudo1",-41.2412792102,-8.56658564062,0,NA,257,125,1097,336,169,167,258,602,80,5,145
107431,"pseudo1",-70.4496125435,-14.6582523073,0,NA,65,191,2265,176,-101,277,84,788,73,11,342
107432,"pseudo1",-51.5246125435,-3.68325230729,0,NA,253,93,444,313,196,117,249,2581,61,126,142
107433,"pseudo1",-55.2412792102,-30.6832523073,0,NA,192,119,4262,315,79,236,214,1589,10,330,358
107434,"pseudo1",-37.8996125435,-7.34158564062,0,NA,247,98,1372,316,179,137,254,1020,87,22,153
107435,"pseudo1",-43.2912792102,-12.3915856406,0,NA,256,137,995,347,159,188,259,906,76,2,218
107436,"pseudo1",-63.0746125435,-21.449918974,0,NA,235,130,3818,341,94,247,266,772,72,6,328
107437,"pseudo1",-38.9746125435,-5.43325230729,0,NA,275,103,724,340,213,127,269,821,87,11,94
107438,"pseudo1",-45.4329458769,-11.224918974,0,NA,243,148,963,344,133,211,247,1116,73,0,265
107439,"pseudo1",-67.7412792102,-14.0332523073,0,NA,255,111,1326,328,172,156,264,2047,49,200,497
107440,"pseudo1",-74.1579458769,-0.399918973953,0,NA,264,88,778,318,207,111,256,2993,35,382,478
107441,"pseudo1",-49.7746125435,-14.3332523073,0,NA,264,97,662,336,194,142,265,1932,77,15,185
107442,"pseudo1",-50.6829458769,-9.45825230729,0,NA,264,130,463,347,176,171,265,1910,62,28,433
107443,"pseudo1",-58.4579458769,-14.4915856406,0,NA,226,138,1187,310,114,196,234,1832,64,47,401
107444,"pseudo1",-53.5246125435,2.23341435938,0,NA,247,94,549,317,195,122,245,2410,43,177,177
107445,"pseudo1",-65.9912792102,-3.00825230729,0,NA,260,94,339,314,206,108,258,3171,22,477,594
107446,"pseudo1",-39.6829458769,-11.9832523073,0,NA,230,89,1574,297,163,134,245,654,30,70,191
107447,"pseudo1",-71.1912792102,-11.024918974,0,NA,241,107,468,310,168,142,240,2546,40,215,602
107448,"pseudo1",-36.2079458769,-5.40825230729,0,NA,252,86,1070,306,190,116,254,529,93,4,220
107449,"pseudo1",-71.0996125435,-5.19158564062,0,NA,257,99,363,314,195,119,258,2497,20,377,617
107450,"pseudo1",-53.9246125435,-24.5915856406,0,NA,206,130,3060,306,93,213,238,1747,21,301,478
107451,"pseudo1",-41.7579458769,-10.1415856406,0,NA,255,122,983,331,171,160,260,734,77,1,225
107452,"pseudo1",-66.8246125435,-4.99991897395,0,NA,263,89,324,319,209,110,262,2883,34,304,570
107453,"pseudo1",-69.8329458769,5.10841435938,0,NA,273,92,845,345,217,128,261,2794,59,140,431
107454,"pseudo1",-73.7496125435,-10.574918974,0,NA,255,111,433,324,185,139,255,1919,39,203,502
107455,"pseudo1",-58.2996125435,-14.1332523073,0,NA,233,140,1086,321,121,200,238,1992,63,52,436
107456,"pseudo1",-69.1079458769,-1.94991897395,0,NA,252,86,368,301,202,99,255,3920,19,635,957
107457,"pseudo1",-49.6162792102,-27.3332523073,0,NA,188,100,3212,282,92,190,223,1699,21,286,475
107458,"pseudo1",-38.6746125435,-9.74158564062,0,NA,230,109,1708,308,152,156,242,539,47,40,158
107459,"pseudo1",-44.9162792102,-14.5832523073,0,NA,235,134,1244,325,132,193,241,1132,83,1,258
107460,"pseudo1",-78.9162792102,-0.241585640619,0,NA,200,111,353,259,134,125,204,2850,56,222,1193
107461,"pseudo1",-55.6246125435,-10.1415856406,0,NA,256,144,708,363,155,208,251,2573,62,50,333
107462,"pseudo1",-56.5162792102,-0.291585640619,0,NA,273,98,772,350,220,130,266,2794,41,377,385
107463,"pseudo1",-37.4496125435,-5.59158564062,0,NA,274,101,754,337,210,127,271,773,93,8,74
107464,"pseudo1",-69.4829458769,-2.93325230729,0,NA,256,88,358,306,204,102,257,3240,18,520,789
107465,"pseudo1",-76.5412792102,-11.6665856406,0,NA,45,115,1651,119,-39,158,65,468,86,5,265
107466,"pseudo1",-68.6662792102,-15.324918974,0,NA,59,94,956,121,-17,138,65,1225,64,55,313
107467,"pseudo1",-57.4746125435,-5.84158564062,0,NA,268,101,379,340,194,146,265,2394,49,145,275
107468,"pseudo1",-51.4329458769,-6.08325230729,0,NA,246,117,318,318,173,145,245,2155,51,118,291
107469,"pseudo1",-38.5412792102,-8.58325230729,0,NA,247,114,1706,324,164,160,258,571,78,14,152
107470,"pseudo1",-52.0162792102,1.30841435938,0,NA,259,87,632,325,211,114,256,2693,40,226,304
107471,"pseudo1",-69.4746125435,-14.9582523073,0,NA,31,111,1232,103,-57,160,40,875,69,25,227
107472,"pseudo1",-74.2246125435,1.32508102605,0,NA,261,93,757,325,204,121,258,2843,43,275,361
107473,"pseudo1",-49.9579458769,-21.399918974,0,NA,224,128,2407,304,109,195,247,1410,60,82,581
107474,"pseudo1",-51.2579458769,-3.52491897395,0,NA,259,93,453,320,202,118,255,2451,64,113,143
107475,"pseudo1",-63.5079458769,3.39174769271,0,NA,234,104,323,293,177,116,229,2342,29,387,387
107476,"pseudo1",-47.9829458769,-15.974918974,0,NA,202,115,1073,272,111,161,207,1840,68,29,430
107477,"pseudo1",-44.9829458769,-3.05825230729,0,NA,273,95,375,334,220,114,270,1991,68,80,80
107478,"pseudo1",-59.9412792102,-17.524918974,0,NA,247,115,2147,325,147,178,266,1832,48,169,621
107479,"pseudo1",-58.2996125435,-3.79991897395,0,NA,268,89,407,326,215,111,265,2522,40,275,288
107480,"pseudo1",-77.5746125435,-3.65825230729,0,NA,263,98,525,325,207,118,262,3123,11,627,707
107481,"pseudo1",-63.3912792102,-3.53325230729,0,NA,265,88,372,321,216,105,263,2560,31,310,363
107482,"pseudo1",-59.9662792102,-9.20825230729,0,NA,250,118,527,336,154,182,251,2457,62,56,287
107483,"pseudo1",-40.1162792102,-19.6415856406,0,NA,246,89,1793,316,171,145,258,1331,46,141,345
107484,"pseudo1",-47.3162792102,-16.1832523073,0,NA,218,128,1296,292,112,180,224,1605,71,23,364
107485,"pseudo1",-66.2246125435,-9.83325230729,0,NA,265,106,606,333,191,142,267,2151,57,62,469
107486,"pseudo1",-42.6912792102,-2.64158564062,0,NA,273,83,513,325,224,101,268,1669,85,12,13
107487,"pseudo1",-55.0746125435,-11.774918974,0,NA,249,148,873,360,136,224,248,2155,68,8,245
107488,"pseudo1",-71.8246125435,0.700081026047,0,NA,267,89,693,327,210,117,260,2927,38,365,375
107489,"pseudo1",-35.2329458769,-6.17491897395,0,NA,257,91,1126,317,194,123,253,1238,63,57,294
107490,"pseudo1",-61.2912792102,-17.349918974,0,NA,246,137,1881,338,135,203,259,1143,56,80,323
107491,"pseudo1",-72.7162792102,-15.4582523073,0,NA,20,145,1221,114,-85,199,30,381,106,3,241
107492,"pseudo1",-43.4579458769,-10.4665856406,0,NA,249,142,749,335,153,182,253,951,75,2,306
107493,"pseudo1",-35.8996125435,-8.02491897395,0,NA,238,92,1350,305,174,131,243,628,59,37,161
107494,"pseudo1",-73.3662792102,-12.524918974,0,NA,169,144,671,256,74,182,165,2073,46,161,447
107495,"pseudo1",-67.7746125435,-19.7332523073,0,NA,67,152,3330,174,-61,235,101,272,126,0,170
107496,"pseudo1",-72.3079458769,0.466747692714,0,NA,269,89,732,328,211,117,263,2865,40,336,361
107497,"pseudo1",-68.8412792102,-4.34158564062,0,NA,254,97,306,309,197,112,254,2891,28,372,575
107498,"pseudo1",-74.7079458769,0.425081026047,0,NA,259,89,730,318,203,115,255,2941,38,340,382
107499,"pseudo1",-52.6329458769,-16.749918974,0,NA,238,129,1411,319,128,191,245,1964,70,41,406
107500,"pseudo1",-42.8246125435,-18.2665856406,0,NA,214,118,1984,296,116,180,230,1491,72,35,490
107501,"pseudo1",-66.7829458769,1.10008102605,0,NA,269,107,328,329,211,118,264,3402,15,665,704
107502,"pseudo1",-71.9329458769,2.70008102605,0,NA,274,92,1039,347,217,130,266,2408,56,180,180
107503,"pseudo1",-64.9996125435,-0.816585640619,0,NA,265,91,325,316,214,102,261,2728,21,479,529
107504,"pseudo1",-64.2412792102,-2.51658564062,0,NA,266,92,313,320,212,108,262,3327,21,535,568
107505,"pseudo1",-80.0662792102,-6.64991897395,0,NA,220,90,2542,307,147,160,251,10,266,0,10
107506,"pseudo1",-53.3996125435,-19.5832523073,0,NA,243,117,1532,316,151,165,252,1780,54,94,382
107507,"pseudo1",-53.6996125435,-24.7665856406,0,NA,194,131,3053,296,81,215,226,1800,22,319,499
107508,"pseudo1",-61.5162792102,-13.424918974,0,NA,239,134,749,325,140,185,243,2394,69,43,501
107509,"pseudo1",-46.5912792102,-18.9165856406,0,NA,226,115,1492,300,133,167,235,1755,71,33,641
107510,"pseudo1",-67.6496125435,-17.1832523073,0,NA,107,176,2269,219,-35,254,126,563,79,15,266
107511,"pseudo1",-44.5412792102,-15.849918974,0,NA,231,144,1587,326,115,211,240,1104,79,6,283
107512,"pseudo1",-50.4496125435,-24.1415856406,0,NA,190,128,2862,281,77,204,219,1526,26,236,451
107513,"pseudo1",-74.3162792102,10.0167476927,0,NA,272,116,484,345,200,145,269,1355,55,88,214
107514,"pseudo1",-67.5079458769,-15.249918974,0,NA,251,106,1357,318,165,153,260,2026,46,185,676
107515,"pseudo1",-72.9579458769,-3.38325230729,0,NA,263,98,430,318,202,116,262,3178,16,569,715
107516,"pseudo1",-55.5912792102,-8.41658564062,0,NA,255,133,605,358,161,197,249,2780,61,49,339
107517,"pseudo1",-74.3246125435,-1.37491897395,0,NA,262,94,595,315,203,112,255,2968,22,478,508
107518,"pseudo1",-66.4496125435,-4.36658564062,0,NA,263,88,327,317,210,107,263,3036,30,376,600
107519,"pseudo1",-48.1162792102,-12.499918974,0,NA,260,125,771,349,163,186,260,1697,76,5,146
107520,"pseudo1",-71.5996125435,-8.61658564062,0,NA,254,103,547,314,181,133,255,2174,46,148,611
107521,"pseudo1",-74.2329458769,-7.92491897395,0,NA,258,109,631,325,184,141,258,1993,32,218,539
107522,"pseudo1",-65.0329458769,-16.974918974,0,NA,263,127,1877,344,152,192,279,3736,49,350,1252
107523,"pseudo1",-49.9746125435,-20.874918974,0,NA,226,129,2173,302,111,191,246,1403,63,74,591
107524,"pseudo1",-44.2162792102,-19.3415856406,0,NA,220,126,1729,296,109,187,231,1509,76,24,533
107525,"pseudo1",-63.7412792102,-1.24991897395,0,NA,266,96,296,320,214,106,263,2742,31,394,394
107526,"pseudo1",-67.9662792102,-19.1165856406,0,NA,84,165,2969,191,-50,241,115,346,125,0,216
107527,"pseudo1",-65.1662792102,-14.474918974,0,NA,258,116,1454,336,161,175,268,2003,54,120,542
107528,"pseudo1",-56.0829458769,-7.07491897395,0,NA,259,116,477,347,175,172,255,2376,54,88,333
107529,"pseudo1",-73.7662792102,3.30008102605,0,NA,259,97,671,323,201,122,256,2859,49,236,290
107530,"pseudo1",-65.0829458769,-5.75825230729,0,NA,265,93,256,322,207,115,265,3242,38,298,625
107531,"pseudo1",-43.0996125435,-11.3165856406,0,NA,256,135,743,336,166,170,260,835,76,1,344
107532,"pseudo1",-62.8746125435,-2.35825230729,0,NA,267,92,356,323,215,108,262,3027,24,487,487
107533,"pseudo1",-74.4662792102,-3.46658564062,0,NA,260,102,411,319,197,122,259,3173,7,658,729
107534,"pseudo1",-41.4246125435,-5.86658564062,0,NA,259,111,895,337,187,150,252,1009,87,9,56
107535,"pseudo1",-44.4579458769,-7.86658564062,0,NA,266,111,895,346,194,152,261,1198,71,6,84
107536,"pseudo1",-39.6496125435,-5.79991897395,0,NA,265,98,906,330,204,126,256,868,85,23,39
107537,"pseudo1",-41.6912792102,-5.89991897395,0,NA,259,114,913,339,183,156,251,1140,83,13,75
107538,"pseudo1",-58.5996125435,-18.8332523073,0,NA,256,136,2284,345,145,200,277,1218,49,85,418
107539,"pseudo1",-52.6496125435,-3.89991897395,0,NA,244,95,451,302,187,115,239,1950,61,105,145
107540,"pseudo1",-45.6579458769,-10.174918974,0,NA,232,137,730,329,135,194,232,1341,74,2,275
107541,"pseudo1",-68.0329458769,-11.8665856406,0,NA,260,111,1097,336,173,163,267,1872,52,116,404
107542,"pseudo1",-49.4496125435,-3.93325230729,0,NA,273,104,373,334,215,119,271,2785,69,84,126
107543,"pseudo1",-47.3162792102,-0.983252307286,0,NA,262,93,466,326,210,116,256,2892,67,75,126
107544,"pseudo1",-72.8246125435,4.70841435938,0,NA,268,97,888,340,213,127,258,3330,63,149,197
107545,"pseudo1",-58.1996125435,-16.0915856406,0,NA,263,129,1899,346,153,193,272,1649,64,66,300
107546,"pseudo1",-58.8996125435,-10.2665856406,0,NA,243,126,596,332,139,193,244,2272,67,29,402
107547,"pseudo1",-53.8912792102,-5.75825230729,0,NA,250,110,473,319,180,139,244,2175,54,83,239
107548,"pseudo1",-63.9912792102,-12.8332523073,0,NA,259,124,759,347,173,174,261,1691,62,38,332
107549,"pseudo1",-45.4412792102,-2.40825230729,0,NA,271,88,412,327,223,104,267,2547,62,87,87
107550,"pseudo1",-68.3996125435,-15.074918974,0,NA,223,97,1198,284,149,135,232,1395,55,81,382
107551,"pseudo1",-39.9746125435,-17.7165856406,0,NA,244,90,1501,309,176,133,254,1170,31,167,304
107552,"pseudo1",-35.9996125435,-8.87491897395,0,NA,217,83,1364,279,160,119,200,1220,57,99,206
107553,"pseudo1",-80.9246125435,-5.94991897395,0,NA,208,94,2838,306,129,177,244,11,238,0,10
107554,"pseudo1",-65.4079458769,-6.74158564062,0,NA,262,99,304,323,198,125,262,2931,41,233,561
107555,"pseudo1",-70.3912792102,-12.599918974,0,NA,249,94,686,307,187,120,252,6016,37,747,1514
107556,"pseudo1",-75.6912792102,-10.424918974,0,NA,101,133,601,176,12,164,103,1695,47,122,477
107557,"pseudo1",-62.6662792102,-4.39991897395,0,NA,262,87,371,318,214,104,259,2493,36,257,330
