"siteid","spid","x","y","occ","group","age","deficit","dem","hillshade","mas","mat","r2pet","rain","slope","sseas","toxicats","tseas","vpd"
107991,"pseudo1",2743850,6099950,0,NA,2,39,99,170,1394,125,24,1075,1,2,1,1,31
107992,"pseudo1",2759650,6015850,0,NA,2,54,390,186,1404,108,39,1500,16,-11,1,57,35
107993,"pseudo1",2299250,5761750,0,NA,2,0,631,212,1262,88,155,5285,34,69,1,-66,11
107994,"pseudo1",2589650,6654350,0,NA,2,17,151,194,1501,148,32,1808,3,61,1,94,36
107995,"pseudo1",2562750,5999250,0,NA,1,0,60,180,1508,121,49,2136,0,-59,1,-97,39
107996,"pseudo1",2964250,6303750,0,NA,1,54,38,181,1498,141,27,1531,1,12,1,-33,54
107997,"pseudo1",2941750,6279150,0,NA,2,123,46,188,1482,138,21,1160,6,17,1,-52,52
107998,"pseudo1",2724250,6062950,0,NA,2,0,742,217,1395,84,76,2991,17,2,1,184,21
107999,"pseudo1",2792350,6111750,0,NA,2,42,396,158,1390,112,28,1237,10,17,1,95,33
108000,"pseudo1",2431150,5700950,0,NA,2,203,48,179,1404,114,16,674,0,-51,1,-134,48
108001,"pseudo1",2752650,6021250,0,NA,2,110,237,180,1406,115,31,1192,11,-14,1,-15,37
108002,"pseudo1",2326550,5676250,0,NA,2,0,993,144,1329,74,33,1308,20,21,1,-31,33
108003,"pseudo1",2545050,5942350,0,NA,2,38,613,171,1512,96,25,1238,21,-71,1,-169,46
108004,"pseudo1",2810750,6232150,0,NA,2,0,935,234,1461,88,37,1655,22,0,1,63,33
108005,"pseudo1",2486450,5919750,0,NA,2,0,1080,194,1415,68,56,1992,33,-3,1,-119,20
108006,"pseudo1",2029850,5471450,0,NA,2,0,353,192,1191,81,126,3619,31,17,1,205,12
108007,"pseudo1",2816150,6363350,0,NA,2,8,99,181,1531,133,30,1702,0,1,1,-141,42
108008,"pseudo1",2365450,5783250,0,NA,2,0,1610,180,1333,38,125,4265,26,32,1,149,18
108009,"pseudo1",2419350,5857450,0,NA,2,0,1045,247,1304,67,117,3654,29,57,1,-29,9
108010,"pseudo1",2610850,6544450,0,NA,2,87,15,179,1504,148,21,1202,0,26,1,104,35
108011,"pseudo1",2937150,6304050,0,NA,2,41,225,147,1492,130,25,1367,10,16,1,-30,49
108012,"pseudo1",2705650,6019750,0,NA,2,0,325,136,1413,108,58,2335,12,-24,1,27,35
108013,"pseudo1",2746650,6210450,0,NA,1,0,1054,177,1422,77,46,1865,1,6,1,97,27
108014,"pseudo1",2956350,6317050,0,NA,2,26,321,201,1502,127,30,1646,13,12,1,20,50
108015,"pseudo1",2368350,5811350,0,NA,2,0,437,195,1299,97,163,6042,14,50,1,-39,20
108016,"pseudo1",2854050,6218150,0,NA,2,65,103,155,1493,136,23,1253,5,-9,1,-22,52
108017,"pseudo1",2102550,5329850,0,NA,2,0,158,176,1166,89,68,1946,3,11,1,273,17
108018,"pseudo1",2946650,6384250,0,NA,2,27,86,219,1498,142,27,1553,16,39,1,6,38
108019,"pseudo1",2701150,6336750,0,NA,2,11,92,175,1446,133,34,1642,4,15,1,-101,33
108020,"pseudo1",2708750,5962650,0,NA,2,11,231,233,1417,120,43,1799,14,-22,1,193,40
108021,"pseudo1",2409150,5742250,0,NA,2,14,390,176,1389,103,22,1078,2,-25,1,-11,47
108022,"pseudo1",2247250,5448050,0,NA,2,69,107,169,1231,98,21,720,3,11,1,-9,35
108023,"pseudo1",2143150,5547950,0,NA,2,2,713,215,1352,76,34,1205,36,-49,1,-12,32
108024,"pseudo1",2132750,5627250,0,NA,2,0,630,56,1250,81,164,5804,38,54,1,95,7
108025,"pseudo1",2273750,5687150,0,NA,2,0,2300,141,1367,3,108,3241,25,2,1,361,14
108026,"pseudo1",2329150,5774050,0,NA,2,0,278,157,1289,103,202,7729,13,50,1,-161,23
108027,"pseudo1",2080750,5508250,0,NA,0,0,179,180,1243,94,63,2001,0,-11,0,61,27
108028,"pseudo1",2711250,6406050,0,NA,2,43,26,180,1479,140,25,1290,1,13,1,-73,36
108029,"pseudo1",2853150,6327250,0,NA,2,0,186,145,1507,128,36,1827,19,7,1,-219,34
108030,"pseudo1",2077150,5520950,0,NA,1,0,637,186,1246,73,75,2247,7,-8,1,158,20
108031,"pseudo1",2576150,6641250,0,NA,2,28,110,173,1487,148,28,1596,2,70,1,94,35
108032,"pseudo1",2307650,5581850,0,NA,2,5,793,240,1302,73,25,923,25,9,1,-71,32
108033,"pseudo1",2605750,6234250,0,NA,2,0,100,178,1496,133,36,1798,3,-32,1,158,34
108034,"pseudo1",2368050,5671750,0,NA,0,92,80,178,1317,107,17,721,0,18,0,-212,39
108035,"pseudo1",2657550,6472150,0,NA,2,22,127,142,1520,141,31,1676,11,-4,1,56,35
108036,"pseudo1",2198550,5594350,0,NA,2,131,539,154,1403,91,22,811,13,-74,1,-207,41
108037,"pseudo1",2826650,6294650,0,NA,2,6,409,158,1482,112,30,1462,3,8,1,-204,31
108038,"pseudo1",2238950,5561250,0,NA,2,247,337,178,1368,93,11,475,0,-62,2,-378,48
108039,"pseudo1",2718150,6147950,0,NA,2,36,308,198,1435,115,25,1152,14,-19,1,-25,36
108040,"pseudo1",2340150,5598950,0,NA,2,118,195,191,1287,101,16,668,4,29,1,-160,39
108041,"pseudo1",2092950,5593550,0,NA,2,0,530,156,1221,81,181,6140,29,52,1,115,4
108042,"pseudo1",2845450,6354350,0,NA,1,32,6,180,1534,140,25,1414,0,0,1,-133,43
108043,"pseudo1",2365350,5767150,0,NA,0,0,533,179,1392,94,34,1583,0,-18,0,-128,47
108044,"pseudo1",2230850,5680950,0,NA,2,0,659,130,1336,86,114,4473,31,13,1,-45,28
108045,"pseudo1",2698950,6042350,0,NA,2,0,524,228,1398,96,42,1707,18,2,1,130,23
108046,"pseudo1",2500350,5933250,0,NA,2,0,993,233,1444,73,47,1783,21,-20,1,-141,24
108047,"pseudo1",2877350,6308750,0,NA,2,0,652,219,1474,105,51,2463,17,26,1,18,24
108048,"pseudo1",2182150,5601950,0,NA,2,2,993,151,1392,66,39,1317,24,-59,1,-19,31
108049,"pseudo1",2297050,5696050,0,NA,2,61,1011,170,1447,75,24,1012,3,-67,1,-32,44
108050,"pseudo1",2386850,5745650,0,NA,2,0,1475,222,1377,47,49,1872,29,-11,1,126,27
108051,"pseudo1",2413150,5753450,0,NA,2,0,536,213,1388,96,28,1292,12,-21,1,-49,44
108052,"pseudo1",2732650,6288150,0,NA,2,0,538,193,1429,111,35,1583,4,17,1,56,27
108053,"pseudo1",2554650,5949250,0,NA,2,57,438,54,1517,107,23,1192,26,-74,1,-172,49
108054,"pseudo1",2820150,6192850,0,NA,2,49,213,202,1500,129,24,1313,6,-22,1,0,55
108055,"pseudo1",2725650,6033150,0,NA,2,23,249,150,1418,113,42,1625,9,-25,1,-14,38
108056,"pseudo1",2048250,5433550,0,NA,2,0,924,147,1203,53,91,2271,24,2,1,314,11
108057,"pseudo1",2373450,5668350,0,NA,2,135,43,179,1320,108,15,646,0,16,1,-182,38
108058,"pseudo1",2930950,6318650,0,NA,2,6,360,151,1497,123,30,1630,13,16,1,2,47
108059,"pseudo1",2701050,6113950,0,NA,2,109,36,180,1461,129,20,943,0,-38,1,10,38
108060,"pseudo1",2535650,5968550,0,NA,2,0,1010,140,1511,74,51,2070,26,-58,1,-61,26
108061,"pseudo1",2321550,5722050,0,NA,2,0,1568,149,1401,44,53,1986,16,-24,1,147,31
108062,"pseudo1",2746250,6321850,0,NA,2,0,266,161,1456,124,34,1621,12,14,1,-88,31
108063,"pseudo1",2497450,5788150,0,NA,2,158,193,170,1415,112,17,785,8,-39,1,-74,51
108064,"pseudo1",2291750,5583050,0,NA,2,0,1224,178,1312,53,34,1149,7,3,1,34,26
108065,"pseudo1",2175950,5624450,0,NA,2,0,1580,241,1342,36,102,3169,30,-10,1,180,14
108066,"pseudo1",2739250,6217150,0,NA,2,0,1209,187,1416,68,69,2706,5,13,1,130,22
108067,"pseudo1",2886250,6334350,0,NA,2,0,295,211,1485,124,40,2083,25,27,1,-98,30
108068,"pseudo1",2728150,6158950,0,NA,2,31,586,141,1421,101,27,1188,15,-7,1,49,31
108069,"pseudo1",2909050,6313550,0,NA,2,0,598,141,1483,109,43,2168,13,24,1,46,35
108070,"pseudo1",2867850,6310250,0,NA,2,0,470,239,1479,113,45,2265,24,22,1,-74,27
108071,"pseudo1",2557050,6641050,0,NA,2,39,68,164,1489,149,28,1586,9,72,1,23,36
108072,"pseudo1",2819650,6107550,0,NA,2,103,99,173,1407,129,24,1089,5,13,1,-29,39
108073,"pseudo1",2942150,6279150,0,NA,2,98,102,169,1481,135,22,1224,7,18,1,-31,51
108074,"pseudo1",2761050,6386450,0,NA,2,20,252,247,1498,129,34,1819,30,17,1,20,35
108075,"pseudo1",2772150,6261650,0,NA,0,26,357,180,1457,120,24,1169,0,1,0,-106,35
108076,"pseudo1",2062050,5471450,0,NA,2,0,931,145,1221,55,85,2214,24,0,1,274,14
108077,"pseudo1",2701350,6214850,0,NA,2,0,502,213,1411,107,44,1902,13,3,1,-52,30
108078,"pseudo1",2074450,5428750,0,NA,2,0,127,181,1227,93,48,1420,11,-15,1,91,29
108079,"pseudo1",2674850,6277150,0,NA,2,0,183,223,1425,129,44,2057,19,13,1,10,29
108080,"pseudo1",2311950,5742350,0,NA,2,0,1960,236,1329,22,192,6184,39,36,1,264,11
108081,"pseudo1",2380350,5761050,0,NA,2,63,1193,246,1381,62,21,840,26,-11,1,31,35
108082,"pseudo1",2579450,6634350,0,NA,2,28,88,170,1484,148,30,1688,6,70,1,84,36
108083,"pseudo1",2688750,6420750,0,NA,2,51,35,163,1475,142,25,1316,4,17,1,16,36
108084,"pseudo1",2479350,6009750,0,NA,2,0,1363,139,1480,55,80,2805,12,-26,1,84,17
108085,"pseudo1",2130350,5589050,0,NA,2,0,1170,79,1287,53,112,3488,41,9,1,134,11
108086,"pseudo1",2949850,6338350,0,NA,2,0,485,136,1506,119,37,2006,13,16,1,53,46
108087,"pseudo1",2133850,5437950,0,NA,2,49,58,180,1251,99,29,930,0,-17,1,-30,36
108088,"pseudo1",2258450,5647750,0,NA,1,68,648,176,1392,86,21,878,1,-46,1,-195,45
108089,"pseudo1",2531450,5853050,0,NA,2,11,560,172,1449,96,31,1319,20,-51,1,-109,52
108090,"pseudo1",2225250,5543250,0,NA,2,302,229,210,1365,99,10,419,5,-70,1,-340,51
108091,"pseudo1",2645650,6572350,0,NA,2,30,112,203,1517,149,26,1535,8,25,1,183,35
108092,"pseudo1",2778050,6309350,0,NA,2,12,342,156,1468,121,30,1453,7,12,1,-147,31
108093,"pseudo1",2794750,6175050,0,NA,2,23,507,106,1472,110,27,1382,22,-15,1,-13,47
108094,"pseudo1",2007050,5464450,0,NA,2,0,190,89,1194,88,116,3435,20,11,1,193,16
108095,"pseudo1",2933650,6279950,0,NA,2,123,141,160,1480,133,19,1075,10,19,1,-31,50
108096,"pseudo1",2369250,5741750,0,NA,0,13,918,204,1383,77,29,1194,8,-15,0,-32,41
108097,"pseudo1",2348550,5659750,0,NA,2,146,151,195,1318,103,14,616,3,21,1,-221,41
108098,"pseudo1",2455550,5845350,0,NA,2,0,1005,104,1409,71,48,1880,29,-19,1,-90,35
108099,"pseudo1",2233650,5704150,0,NA,2,0,630,241,1288,87,135,5072,26,54,1,-16,17
108100,"pseudo1",2750350,6405050,0,NA,2,28,130,185,1492,136,30,1587,8,22,1,-42,38
108101,"pseudo1",2625550,6212350,0,NA,2,0,268,178,1460,118,52,2325,2,-25,1,53,29
108102,"pseudo1",2316850,5570950,0,NA,2,54,505,208,1295,85,20,765,15,11,1,-105,36
108103,"pseudo1",2315450,5728250,0,NA,2,0,1441,152,1398,51,70,2721,13,-20,1,115,33
108104,"pseudo1",2178450,5612150,0,NA,2,0,1555,208,1348,36,86,2645,22,-16,1,170,16
108105,"pseudo1",2257750,5508350,0,NA,2,1,858,172,1279,63,29,952,4,2,1,-38,30
108106,"pseudo1",2205250,5481050,0,NA,2,4,395,133,1268,89,27,965,10,-1,1,-6,34
108107,"pseudo1",2779350,6356050,0,NA,2,0,464,178,1498,116,43,2163,11,16,1,34,32
108108,"pseudo1",2124250,5438150,0,NA,2,13,59,179,1250,98,34,1081,0,-17,1,-39,36
108109,"pseudo1",2474150,5732850,0,NA,1,209,10,180,1380,117,19,720,0,-33,1,-105,47
108110,"pseudo1",2678650,6215450,0,NA,2,0,318,215,1424,116,48,2100,15,-5,1,-105,32
108111,"pseudo1",2871650,6313350,0,NA,2,0,141,173,1486,131,40,2138,15,17,1,-230,34
108112,"pseudo1",2736450,6282050,0,NA,2,0,1058,142,1423,81,46,1922,12,22,1,165,17
108113,"pseudo1",2247350,5698250,0,NA,2,0,344,206,1354,100,101,4338,8,3,1,-110,37
108114,"pseudo1",2934450,6350250,0,NA,2,0,642,60,1481,110,52,2716,28,42,1,96,29
108115,"pseudo1",2490150,6000050,0,NA,2,0,745,57,1521,87,52,2075,37,-62,1,-66,33
108116,"pseudo1",2347450,5607650,0,NA,2,19,535,117,1282,87,23,901,15,37,1,-56,32
108117,"pseudo1",2663050,6269250,0,NA,2,0,277,98,1430,123,45,2136,16,9,1,52,26
108118,"pseudo1",2674050,6416450,0,NA,2,24,192,182,1474,134,29,1474,9,16,1,98,31
108119,"pseudo1",2016050,5491550,0,NA,2,0,303,173,1191,84,144,4334,20,23,1,204,10
108120,"pseudo1",2605750,5942750,0,NA,0,307,9,178,1482,127,12,616,0,-50,0,0,47
108121,"pseudo1",2189950,5583750,0,NA,2,0,1403,160,1374,43,44,1331,18,-49,1,88,24
108122,"pseudo1",2699950,6032750,0,NA,2,0,121,186,1411,121,43,1820,30,-12,1,12,34
108123,"pseudo1",2320950,5644550,0,NA,2,41,728,194,1321,82,21,830,12,19,1,-154,35
108124,"pseudo1",2514450,6713950,0,NA,1,125,48,177,1536,157,19,1167,2,61,1,191,37
108125,"pseudo1",2785250,6110550,0,NA,2,46,325,208,1387,116,28,1225,12,15,1,54,34
108126,"pseudo1",2211350,5388850,0,NA,1,0,15,176,1205,100,39,1206,1,7,1,159,28
108127,"pseudo1",2163750,5404450,0,NA,2,10,17,181,1232,101,33,1062,0,-16,1,99,30
108128,"pseudo1",2203950,5415350,0,NA,2,0,82,182,1220,98,38,1191,1,2,1,80,30
108129,"pseudo1",2664550,6545650,0,NA,2,46,155,201,1536,147,26,1508,18,4,1,204,36
108130,"pseudo1",2529650,5977950,0,NA,2,19,335,217,1524,109,31,1424,17,-67,1,-103,37
108131,"pseudo1",2780450,6315550,0,NA,2,9,396,201,1473,118,31,1514,12,14,1,-96,31
108132,"pseudo1",2220850,5542150,0,NA,2,267,315,170,1363,95,11,457,5,-61,1,-318,49
108133,"pseudo1",2380750,5890550,0,NA,2,0,408,60,1313,99,89,3249,26,54,1,-10,17
108134,"pseudo1",2400550,5702950,0,NA,2,118,134,177,1404,109,17,764,0,-47,1,-173,48
108135,"pseudo1",2753850,6325450,0,NA,2,0,395,184,1461,118,35,1695,4,15,1,-26,29
108136,"pseudo1",2700650,6208650,0,NA,2,5,283,86,1417,119,34,1520,14,-1,1,-136,36
108137,"pseudo1",2756550,6022650,0,NA,2,95,236,193,1405,116,32,1253,6,-12,1,4,37
108138,"pseudo1",2511750,6726050,0,NA,2,127,20,180,1540,158,19,1185,0,61,1,170,38
108139,"pseudo1",2655750,6289250,0,NA,2,0,273,164,1439,125,43,2024,10,12,1,111,26
108140,"pseudo1",2396650,5762450,0,NA,1,86,587,152,1387,93,22,945,11,-18,1,-98,48
108141,"pseudo1",2531050,5841450,0,NA,2,112,120,180,1448,117,23,1053,3,-54,1,-135,59
108142,"pseudo1",2319950,5539350,0,NA,2,204,121,186,1285,100,12,480,2,6,1,-150,41
108143,"pseudo1",2799950,6156650,0,NA,2,35,402,170,1458,113,26,1293,2,-11,1,-64,46
108144,"pseudo1",2308450,5592150,0,NA,2,0,939,186,1302,68,27,993,26,14,1,-49,29
108145,"pseudo1",2862950,6340750,0,NA,2,12,88,217,1511,135,31,1618,14,10,1,-201,35
108146,"pseudo1",2282250,5657250,0,NA,2,172,458,180,1386,92,14,626,0,-37,1,-357,47
108147,"pseudo1",2703950,6010850,0,NA,2,0,307,229,1406,109,46,1805,23,-19,1,36,34
108148,"pseudo1",2483250,5988050,0,NA,2,9,345,145,1520,106,41,1752,16,-67,1,-122,42
108149,"pseudo1",2307250,5607450,0,NA,2,159,378,205,1328,94,13,582,8,-1,1,-258,42
108150,"pseudo1",2707450,6012050,0,NA,2,0,211,67,1411,115,44,1781,21,-24,1,-5,37
108151,"pseudo1",2757950,6331850,0,NA,2,5,306,184,1468,122,34,1649,1,15,1,-87,31
108152,"pseudo1",2632850,6187350,0,NA,2,7,234,176,1454,120,34,1537,12,-22,1,63,31
108153,"pseudo1",2617350,6608550,0,NA,2,33,99,180,1482,147,27,1547,0,64,1,4,38
108154,"pseudo1",2743750,6387050,0,NA,2,44,54,180,1491,138,23,1232,0,13,1,-62,38
108155,"pseudo1",2203350,5444650,0,NA,2,0,281,150,1234,91,33,1074,10,2,1,52,31
108156,"pseudo1",2686750,5978850,0,NA,0,71,1,180,1417,130,33,1343,0,-22,0,149,39
108157,"pseudo1",2672250,6176450,0,NA,2,3,352,103,1441,113,37,1663,15,-18,1,-14,34
108158,"pseudo1",2528950,5957150,0,NA,2,10,598,226,1514,95,35,1544,30,-66,1,-158,38
108159,"pseudo1",2828050,6151350,0,NA,2,204,25,183,1460,133,16,815,1,-10,1,-181,50
108160,"pseudo1",2532350,5916250,0,NA,2,0,1420,101,1488,52,34,1430,24,-60,1,-4,33
108161,"pseudo1",2322350,5778250,0,NA,2,0,900,62,1260,76,193,6201,28,72,1,-12,5
108162,"pseudo1",2380550,5829050,0,NA,0,0,134,177,1303,111,117,4530,0,50,0,-43,26
108163,"pseudo1",2343350,5771250,0,NA,2,0,1719,125,1331,34,160,5283,21,33,1,181,16
108164,"pseudo1",2703150,6081750,0,NA,2,132,10,180,1432,129,19,886,0,-22,1,-19,36
108165,"pseudo1",2145250,5641650,0,NA,2,0,1620,61,1232,33,215,6277,32,77,1,251,0
108166,"pseudo1",2014450,5490050,0,NA,2,0,488,125,1188,75,152,4405,25,24,1,237,7
108167,"pseudo1",2705450,6444750,0,NA,1,46,59,178,1486,140,27,1420,1,19,1,-43,37
108168,"pseudo1",2206950,5435550,0,NA,2,0,276,185,1227,90,37,1162,5,4,1,82,30
108169,"pseudo1",2705350,6132650,0,NA,2,96,41,181,1457,130,20,970,0,-35,1,-20,40
108170,"pseudo1",2837150,6198350,0,NA,2,56,121,182,1497,134,24,1334,10,-15,1,8,53
108171,"pseudo1",2175050,5495150,0,NA,2,0,551,221,1302,83,32,1125,15,-22,1,-54,36
108172,"pseudo1",2682950,5984550,0,NA,2,0,346,93,1407,109,56,2135,20,-17,1,166,31
108173,"pseudo1",2569550,5888650,0,NA,2,0,1523,118,1458,48,57,2280,30,-45,1,106,36
108174,"pseudo1",2863950,6343950,0,NA,2,2,247,179,1511,126,33,1707,13,12,1,-138,33
108175,"pseudo1",2324350,5632750,0,NA,2,116,475,175,1315,91,15,632,2,19,1,-217,38
108176,"pseudo1",2548650,5901250,0,NA,2,2,1685,250,1478,39,30,1204,33,-57,1,109,32
108177,"pseudo1",2338150,5683150,0,NA,2,78,357,179,1343,96,16,761,0,8,1,-319,45
108178,"pseudo1",2164750,5435550,0,NA,2,12,53,178,1246,100,30,996,0,-12,1,-10,35
108179,"pseudo1",2545250,6678650,0,NA,2,22,153,157,1518,151,28,1635,7,63,1,133,36
108180,"pseudo1",2601850,6668650,0,NA,2,54,52,172,1518,154,28,1637,3,51,1,22,39
108181,"pseudo1",2177350,5405350,0,NA,2,16,21,180,1226,101,33,1028,0,-10,1,99,30
108182,"pseudo1",2757150,6493050,0,NA,2,19,63,194,1528,145,32,1806,11,14,1,15,42
108183,"pseudo1",2666650,6326250,0,NA,2,13,102,237,1442,135,35,1732,16,16,1,28,29
108184,"pseudo1",2177350,5677850,0,NA,2,0,50,189,1242,110,161,6232,11,75,1,106,12
108185,"pseudo1",2582350,5889750,0,NA,2,139,41,125,1479,126,21,1072,15,-65,1,81,64
108186,"pseudo1",2575750,6596750,0,NA,2,59,98,177,1483,143,27,1499,4,59,1,75,35
108187,"pseudo1",2474550,6045350,0,NA,2,0,173,185,1479,119,74,3345,20,-25,1,-16,30
108188,"pseudo1",2776450,6325650,0,NA,2,0,600,179,1473,108,40,1877,2,19,1,27,27
108189,"pseudo1",2390650,5834350,0,NA,2,0,179,219,1305,109,98,3739,15,50,1,-63,27
108190,"pseudo1",2676650,6027250,0,NA,2,69,19,182,1424,129,28,1217,0,-17,1,70,34
108191,"pseudo1",2291450,5721950,0,NA,0,0,2180,0,1368,10,143,4740,38,10,0,328,16
108192,"pseudo1",2685150,6160850,0,NA,2,12,309,186,1449,115,30,1387,13,-24,1,-5,37
108193,"pseudo1",2866350,6336350,0,NA,2,6,65,177,1501,135,32,1693,3,14,1,-231,34
108194,"pseudo1",2201450,5582150,0,NA,2,0,1539,186,1365,36,46,1357,11,-46,1,120,23
108195,"pseudo1",2773750,6182450,0,NA,2,66,642,141,1441,102,22,1021,11,-4,1,9,39
108196,"pseudo1",2764750,6399450,0,NA,2,0,97,172,1505,138,45,2466,3,19,1,-12,40
108197,"pseudo1",2490150,6007250,0,NA,2,0,850,87,1517,82,60,2297,18,-57,1,-34,31
108198,"pseudo1",2609650,6238250,0,NA,2,5,62,181,1497,134,33,1640,1,-33,1,118,34
108199,"pseudo1",2367050,5807850,0,NA,2,0,1726,137,1274,32,252,7128,20,71,1,181,0
108200,"pseudo1",2659450,6185850,0,NA,2,3,213,230,1444,121,34,1552,22,-19,1,-27,34
108201,"pseudo1",2496050,5926150,0,NA,2,0,908,238,1444,77,46,1777,34,-22,1,-162,27
108202,"pseudo1",2402450,5833950,0,NA,2,0,1253,156,1294,57,147,4540,28,61,1,23,5
108203,"pseudo1",2662250,6269350,0,NA,2,0,269,207,1431,124,45,2124,15,9,1,51,26
108204,"pseudo1",2259250,5588150,0,NA,2,120,590,160,1368,83,17,705,8,-46,1,-274,43
108205,"pseudo1",2730950,6212750,0,NA,2,0,2295,216,1394,12,113,3508,14,26,1,458,0
108206,"pseudo1",2302950,5499050,0,NA,2,70,355,195,1259,88,20,740,9,13,1,63,37
108207,"pseudo1",2315650,5659650,0,NA,2,86,739,180,1347,83,18,754,4,1,1,-174,39
108208,"pseudo1",2965850,6371450,0,NA,2,0,788,206,1495,106,64,3310,14,41,1,197,31
108209,"pseudo1",2934850,6349150,0,NA,2,0,431,205,1486,121,50,2659,21,37,1,32,34
108210,"pseudo1",2198550,5608150,0,NA,2,138,326,184,1410,103,21,829,1,-77,1,-201,46
108211,"pseudo1",2801450,6093350,0,NA,2,78,146,171,1393,126,27,1205,5,15,1,31,37
108212,"pseudo1",2916050,6349250,0,NA,2,0,439,232,1479,119,35,1893,21,42,1,13,29
108213,"pseudo1",2259450,5590550,0,NA,2,106,640,185,1367,81,18,737,2,-44,1,-264,42
108214,"pseudo1",2790350,6100150,0,NA,2,15,450,165,1378,108,32,1360,7,23,1,147,29
108215,"pseudo1",2604650,6215250,0,NA,2,0,821,195,1463,87,88,3802,7,-13,1,163,18
108216,"pseudo1",2925950,6249150,0,NA,2,0,561,180,1467,112,49,2375,4,19,1,175,42
108217,"pseudo1",2331950,5607550,0,NA,2,70,438,155,1292,91,17,712,6,29,1,-147,37
108218,"pseudo1",2318850,5479350,0,NA,2,35,68,79,1241,105,24,913,20,19,1,168,42
108219,"pseudo1",2661050,6287450,0,NA,2,0,340,186,1433,121,47,2213,6,15,1,92,24
108220,"pseudo1",2566550,5975050,0,NA,2,0,755,225,1511,88,56,2335,24,-58,1,-16,31
108221,"pseudo1",2271450,5748050,0,NA,2,0,447,192,1241,96,222,7355,3,86,1,-39,8
108222,"pseudo1",2743150,6069750,0,NA,1,7,160,179,1392,120,37,1532,0,2,1,23,33
108223,"pseudo1",2301050,5591750,0,NA,2,0,1280,135,1301,51,36,1219,23,16,1,65,24
108224,"pseudo1",2504750,5980550,0,NA,2,40,403,207,1527,104,29,1294,8,-71,1,-121,39
108225,"pseudo1",2280850,5769450,0,NA,2,0,105,186,1304,110,102,4093,6,41,1,-33,30
108226,"pseudo1",2700250,6111250,0,NA,2,116,21,181,1461,129,19,926,0,-38,1,10,38
108227,"pseudo1",2417350,5869150,0,NA,2,0,913,251,1310,74,92,2921,34,53,1,-51,12
108228,"pseudo1",2514050,5879150,0,NA,2,22,1218,245,1461,62,29,1127,30,-52,1,-78,39
108229,"pseudo1",2600250,6575650,0,NA,2,55,41,172,1493,147,23,1306,2,43,1,94,35
108230,"pseudo1",2760550,6283150,0,NA,2,12,554,196,1452,111,31,1421,4,8,1,66,29
108231,"pseudo1",2509150,5957650,0,NA,2,0,968,177,1483,75,45,1780,19,-40,1,-112,24
108232,"pseudo1",2504150,5838150,0,NA,0,201,180,180,1443,111,16,721,0,-52,0,-253,56
108233,"pseudo1",2803550,6366150,0,NA,2,1,143,176,1527,134,35,1964,2,3,1,-31,41
108234,"pseudo1",2846250,6138050,0,NA,2,36,195,149,1443,125,38,1771,13,1,1,-48,44
108235,"pseudo1",2563350,5987550,0,NA,2,0,744,87,1499,89,60,2379,27,-47,1,-6,27
108236,"pseudo1",2808150,6287650,0,NA,2,0,590,185,1474,103,32,1509,1,7,1,-61,29
108237,"pseudo1",2706150,6233150,0,NA,2,0,294,145,1405,120,35,1569,11,9,1,-136,32
108238,"pseudo1",2269450,5524250,0,NA,2,5,925,211,1294,61,26,907,11,-6,1,-47,31
108239,"pseudo1",2241550,5681150,0,NA,2,0,1384,243,1327,51,139,4724,27,24,1,115,16
108240,"pseudo1",2823450,6187050,0,NA,2,87,140,171,1497,131,20,1131,2,-21,1,-40,55
108241,"pseudo1",2451550,6034450,0,NA,2,0,731,194,1439,89,73,2904,4,3,1,33,16
108242,"pseudo1",2883350,6244150,0,NA,2,24,270,132,1474,128,30,1581,14,0,1,-19,46
108243,"pseudo1",2332550,5573550,0,NA,2,159,99,179,1291,104,13,563,2,15,1,-151,41
108244,"pseudo1",2750450,6265250,0,NA,0,31,357,180,1448,121,27,1285,0,6,0,-77,37
108245,"pseudo1",2916350,6317950,0,NA,2,0,969,158,1479,91,52,2480,21,30,1,172,28
108246,"pseudo1",2174750,5431650,0,NA,2,9,79,182,1240,99,31,1022,1,-9,1,9,33
108247,"pseudo1",2517750,5899450,0,NA,2,193,954,169,1483,76,15,673,3,-62,1,-192,44
108248,"pseudo1",2150950,5629250,0,NA,0,0,1652,233,1263,31,178,5247,29,50,0,241,0
108249,"pseudo1",2268150,5705850,0,NA,0,0,857,176,1374,79,105,4378,4,-4,0,-83,36
108250,"pseudo1",2288450,5752150,0,NA,2,0,770,202,1247,82,200,6470,35,81,1,-44,6
108251,"pseudo1",2703950,6302750,0,NA,2,4,227,157,1426,127,35,1628,8,19,1,-69,31
108252,"pseudo1",2046650,5548350,0,NA,2,0,800,121,1197,63,189,5656,32,42,1,241,0
108253,"pseudo1",2355350,5775850,0,NA,2,0,1220,174,1345,60,100,3581,35,21,1,42,27
108254,"pseudo1",2321050,5542350,0,NA,2,68,455,131,1280,86,20,737,17,12,1,-25,34
108255,"pseudo1",2390850,5688050,0,NA,2,87,104,179,1358,108,18,777,0,-12,1,-182,43
108256,"pseudo1",2758750,6049250,0,NA,2,45,374,168,1389,108,33,1304,11,4,1,87,32
108257,"pseudo1",2729350,6187650,0,NA,2,30,701,182,1419,95,28,1196,3,0,1,1,32
108258,"pseudo1",2352550,5592650,0,NA,2,153,137,187,1280,104,14,593,4,32,1,-121,38
